"training","earnings","age","education","prior_earnings","employment_history","urban","skill","ps","tau_true"
0,65.9521417958388,39,11,17.3,20,1,-0.307665842185982,0.381020571541073,5.99934143206928
1,106.747422075069,38,14,39.4,25,0,-0.0629842294189532,0.784708573177672,4.95699568988439
0,56.8070607097531,19,15,21.9,0,0,-2.12848682049765,0.0235644389323087,5.69961735197886
1,100.15798398781,32,15,41.4,14,1,-0.596209886679098,0.199439925138051,5.16226647752179
1,66.1171630738286,51,11,8.5,34,0,-1.84417414036015,0.853593001542436,4.67614134546302
0,44.4648761055189,30,11,9.7,11,0,-2.18754531454931,0.02,6.1741868505573
0,82.1885064435416,28,13,55.1,12,1,-0.0776276245314952,0.227037433441223,5.27225018525816
0,90.1233089013737,33,11,54.6,16,1,0.754765165444506,0.403778974941687,5.7512914734903
0,89.1536380564259,43,15,22,27,0,-2.24138173382739,0.158075485429362,5.13733051564472
1,118.941068552264,36,13,83.4,18,0,1.37501955491795,0.76384032107814,4.87465978780913
0,76.6289108564819,31,12,42.3,15,1,-0.1673941279844,0.21115241974106,5.21129290310849
0,97.8533699575107,37,12,43.3,17,1,0.801581025836729,0.602813102884919,5.0632603691244
0,47.0901474687538,19,9,10.3,4,1,-0.137651893541936,0.106588707675088,6.55561735197886
1,134.961234063167,44,13,49.4,30,1,0.93346658030136,0.98,4.59604962660221
1,89.0859926411673,41,11,34,20,0,0.578907924729812,0.473824351142377,5.57530985288139
0,109.61140734122,27,17,118.7,10,0,0.36624088373381,0.571580359032104,5.25448110212308
1,79.35796106027,36,13,28.8,18,0,-0.786557882010193,0.12341979417644,5.47465978780913
1,117.479167168137,32,15,78.7,16,0,0.753820943329027,0.666580064342811,5.18626647752179
1,125.90769563866,28,13,90,11,1,1.34061842303936,0.752379041311325,5.04425018525816
0,100.532928754103,40,13,51.8,22,1,0.431754266565709,0.822291335121904,4.94567934733469
1,102.510437389174,39,13,32.2,22,1,0.143842249186698,0.748379948812358,4.96734143206928
1,108.596048304525,52,15,72,32,0,-0.232365194121695,0.948431349385429,3.72855178987957
1,103.558415528707,31,15,71.4,13,1,0.082823903086418,0.5211132142487,5.17929290310849
1,149.551396587772,48,17,103.6,31,1,-0.0768892042668605,0.98,4.05417883764127
0,74.9029375735611,36,9,12.3,16,1,0.37451540318655,0.202912156112661,6.08265978780913
0,81.0618514426745,36,13,22.1,24,1,-1.2047979864608,0.411713863718143,5.45065978780913
0,94.9279888340708,41,11,30.8,19,0,0.964441782416324,0.520703973372094,5.59930985288139
0,82.9024356201635,31,15,22.7,14,0,-0.634770319382257,0.108212943017443,5.59529290310849
0,70.9800086810602,19,15,44,1,1,-0.808370587121194,0.304500227407418,5.36361735197886
1,130.437775375871,26,11,56.3,12,1,2.48520662480411,0.721797012799484,5.76872171998271
0,83.0757704413147,42,14,27.8,23,1,-0.992062289809495,0.460733749580809,5.28346628439086
1,90.9097393066127,40,13,31.3,24,1,-0.330804535776771,0.736186097322212,4.90567934733469
0,82.2817834652126,25,11,45.4,5,1,0.566682987893957,0.238491325581785,5.74227443832449
0,69.1615921370648,30,12,53.6,12,1,-0.41943356320945,0.121461892998346,5.1941868505573
0,65.6850621555432,32,12,36.3,12,1,-0.545878901878395,0.108309088170428,5.13826647752179
0,106.412963381971,33,11,44.7,14,0,1.47936570660848,0.369407405246578,5.5352914734903
0,103.747188941388,32,15,97.2,10,1,0.320534518018525,0.575815913918573,5.11426647752179
0,54.7788503926099,34,10,5.1,11,0,-1.1741595353133,0.023748800556469,6.1024285021965
1,116.877988552552,52,13,40.5,35,0,-0.619937332309187,0.974045586604531,3.52455178987957
1,101.641839696403,31,14,36,16,0,-0.0341190589412349,0.260824402481969,5.22729290310849
0,101.054825977159,33,16,80.1,14,0,-0.125091257269343,0.28817682714279,5.1352914734903
0,124.186043217886,31,13,99.2,14,0,1.2422904746742,0.556102974056235,4.99529290310849
1,97.8456698536348,31,15,70.8,16,1,-0.631266112945456,0.305178013043885,5.22729290310849
0,75.0940994041634,27,18,14.6,5,0,-2.18695268064055,0.02,5.49448110212308
0,95.0794033610042,39,17,28.3,23,1,-1.40284615066643,0.296338554907428,5.35134143206928
0,113.464663242153,51,15,45.7,32,1,-1.35812493540739,0.838935076093457,3.80414134546302
1,99.6267163344899,40,12,52.7,21,1,0.75886170399591,0.793660087379549,4.96567934733469
1,93.4955239539392,30,14,55.6,14,1,0.29534926108373,0.467137674687777,5.2341868505573
0,37.0677288959661,25,10,17.9,7,1,-1.31427279189325,0.0326814346980384,6.22227443832449
1,65.7895560200671,32,12,20.9,19,1,-1.21557934602818,0.129383837453629,5.62226647752179
0,61.6714519933636,32,12,51.8,9,1,-0.73643573432282,0.0758930652581071,5.10226647752178
0,75.2046445623547,33,14,56.3,11,0,-0.652053676873068,0.0702779826251095,5.1112914734903
0,57.1114789584488,32,9,9.4,10,1,-0.651662313093115,0.051480046371765,6.11426647752179
1,102.498378320783,28,12,33,18,0,0.985217885824253,0.498846751703067,5.44025018525816
1,156.557597476201,59,12,99,40,0,2.05064585515798,0.98,2.06711552858427
0,90.609996814803,21,17,32.1,2,1,-0.666104798284851,0.391154132424347,5.3936269362685
1,120.205509607832,43,14,160.4,30,0,1.6605153013876,0.98,4.44133051564472
0,124.974737537644,40,12,116.8,21,1,2.1029040652381,0.967691533477944,4.76567934733469
1,142.180780283914,43,14,85.9,24,1,1.34011496536201,0.98,4.63333051564472
0,54.887803757788,31,9,25,10,1,0.416699017479601,0.100894403985697,6.13129290310849
1,95.2928096159246,22,13,64.8,4,1,0.767849018756062,0.662139013146123,5.47891158717142
0,93.1864392251877,30,13,101.1,16,1,1.08686289223394,0.781638714085731,5.2741868505573
0,77.3233313446144,22,10,15.6,5,1,0.78996622545258,0.221047840534192,6.23091158717142
1,61.8357327274184,34,10,17.1,18,1,-0.750986984350254,0.144880419838287,6.1304285021965
0,78.8976792228975,21,13,28.8,11,1,-0.739059481655706,0.137473160230599,5.9976269362685
1,78.1245331852972,25,14,34.6,9,1,-0.902774620818106,0.0928428789945972,5.30227443832449
1,137.848212891803,47,12,116.1,33,1,1.59607292902791,0.98,3.81265216851173
1,132.30390698727,43,15,52.4,26,1,0.136874231065534,0.94920759309564,4.76933051564472
1,78.2634446586383,18,17,237.4,2,1,1.11342448526268,0.98,5.44122198857073
1,91.9557864659008,18,11,25.6,0,1,1.1123201289922,0.635419832406144,6.30522198857073
1,113.127638143334,45,15,35.3,31,1,-0.64114462921187,0.95083986253815,4.21075328034878
1,120.072072729704,45,12,85.1,25,1,1.04522319162294,0.93996743304519,4.45075328034878
0,92.8539556580519,31,12,41.6,10,1,0.899225625342946,0.397248927072552,5.13129290310849
0,62.4607215224722,27,13,26.2,9,0,-0.996472669417293,0.0344604069819225,5.62248110212308
0,91.9130334721672,31,15,62.8,14,1,-0.946806363943054,0.157626939889072,5.19529290310849
0,49.8648348648947,27,8,7.4,10,1,-0.231971684489009,0.0467509216494847,6.25448110212308
1,88.078316231052,25,11,35,4,0,0.953943434575672,0.210579400918086,6.00227443832449
0,25.5090166632585,18,9,7.7,0,0,-1.79837109757707,0.0328742148205834,6.30522198857073
0,50.3327060645014,31,8,34.2,12,0,0.0335727667455471,0.035295892164535,5.76329290310849
0,115.003578598794,34,17,93.9,14,0,0.374544391358789,0.612613406041164,5.1144285021965
1,109.979145437121,43,13,76.6,24,0,0.577633687356044,0.84900196079833,4.83333051564472
0,60.9399943017255,36,13,24.7,12,1,-1.14565334349543,0.0646988509047903,5.49865978780913
0,69.0794682172986,32,14,27.1,13,1,-0.99458335602926,0.087503666942067,5.55026647752179
1,88.1612217360883,47,12,18.4,26,1,-1.07329337733249,0.501458599613026,4.74865216851173
1,121.073876199816,51,15,85.3,33,1,-0.324252911301074,0.98,3.74014134546302
1,128.911995698322,56,13,76.8,44,1,0.301122273043966,0.98,2.36009840783755
1,110.455958186155,39,15,19.2,25,1,-0.615714034325285,0.769626866638566,5.31934143206928
0,93.8387685546179,38,12,41.8,22,0,0.514168166332776,0.643550304207789,4.99299568988439
1,119.918601120588,43,16,96.2,26,0,0.46425028215254,0.960369777066196,4.76933051564472
1,123.453191665877,40,15,49.6,24,1,-0.0884336035067874,0.863568573929876,4.90567934733469
1,96.9887623164825,21,15,77.4,2,1,-0.0969936607157687,0.606429165010651,5.3936269362685
0,85.3590047325507,29,15,137.5,9,0,0.46233932602031,0.391750359214498,5.15864487834106
0,52.8007436668927,27,14,39,6,1,-1.53207548769066,0.0331271441188734,5.12648110212308
0,92.2770604734738,31,14,85.4,13,1,-0.064640745506934,0.38188849489252,5.17929290310849
0,55.8488753168162,25,13,12.4,7,0,-1.63096884652011,0.02,5.62227443832449
1,111.689460370107,37,15,51.5,20,1,-0.280161322975654,0.582465931998117,5.0392603691244
1,94.9199551548979,36,12,39.7,19,0,0.155117120288927,0.334007991043765,5.07065978780913
0,61.3976521539978,26,10,10.1,8,1,-0.121233846837341,0.0869578890457479,6.22472171998271
0,94.1887988872278,30,12,61.5,14,0,0.649976409534578,0.25462933296447,5.2341868505573
1,130.598869069255,31,20,224.3,12,0,1.15048261321729,0.971768854631112,5.16329290310849
0,85.5744884299052,39,13,148.6,19,0,0.691271971735769,0.618636219043411,5.01534143206928
0,86.6947689768146,29,14,23.1,14,1,-0.182224593288337,0.28887711252433,5.67864487834106
1,117.263807496529,26,13,66,8,1,1.12100035088886,0.6820487214014,5.22472171998271
1,141.345471127954,40,14,91.2,22,0,1.45962507063645,0.947347879164495,4.74567934733469
1,91.2663579461949,32,11,34.6,17,0,0.56202018563712,0.247654316110619,5.79826647752178
1,90.3572119364039,41,15,98.1,19,1,-0.60133045120675,0.479753000369736,4.99930985288139
1,117.164156933452,43,14,117.7,27,0,0.854818196879855,0.972493173689219,4.73733051564472
1,87.5692562528357,44,12,36.9,27,0,-0.824823656148004,0.660154935279935,4.70404962660221
0,91.0682600987192,35,15,63.2,16,1,-0.770101020804859,0.260525065507078,5.09961365145159
1,152.004323238228,42,12,113.5,23,1,2.5,0.98,4.68346628439086
1,110.865869854068,43,14,241.5,27,0,2.5,0.98,4.53733051564472
1,150.460257669456,46,17,113.5,30,0,0.785849469934502,0.98,4.20457145488703
0,73.7267641509291,30,15,14.8,8,1,-1.33184867693004,0.0440701735000786,5.5141868505573
0,95.860238452009,36,15,77.5,14,0,0.103990452472737,0.327904408561968,5.09065978780913
1,99.1437566885121,53,13,26.9,33,0,-0.604662949519368,0.922082650437927,3.9753949599551
1,124.81118562657,33,15,81.8,13,1,0.563584613012663,0.723743241943163,5.1272914734903
1,84.7137412181381,45,10,20.1,25,0,0.378478716330672,0.582806763168659,5.45075328034878
1,117.736487934702,48,15,101.2,33,1,-0.342043444384878,0.98,3.95017883764127
0,57.4549114279864,41,12,8.6,22,0,-1.11052280054874,0.201768519033216,5.32730985288139
1,121.880180008717,43,13,62.5,26,1,0.493744497445246,0.963916025010834,4.76933051564472
0,99.3717435545846,51,15,81.7,27,0,-0.384969798052135,0.649814581755313,4.12414134546302
1,105.190408612101,48,12,59.5,34,1,0.454558056200687,0.98,3.89817883764127
0,84.0416323328258,36,14,39.6,21,1,-1.15810587486477,0.250709091455152,5.06265978780913
1,96.6858928343488,18,13,63.5,0,0,1.12705436415886,0.755485902563764,5.30522198857073
0,49.5703622995651,19,10,8.9,0,0,-1.64160640746771,0.0360940840465656,6.29961735197886
0,91.8868772618845,37,12,35.8,17,1,0.517982001342802,0.514489648994705,5.0632603691244
1,73.5584657072528,39,12,14.6,18,0,-0.741164140305366,0.127410034931452,5.43134143206928
0,45.9428493369382,24,10,10.4,6,0,-0.555736894298031,0.0360640482256151,6.21437417762586
0,53.1986446425059,21,8,16.5,3,0,0.869755747673905,0.0645091120105497,6.4496269362685
1,61.4578728152659,35,10,9.7,26,0,-0.647190912434355,0.489160962763591,6.09961365145159
0,105.897135268097,34,10,115.6,12,1,2.5,0.659385202830192,5.5064285021965
0,86.2316712071732,43,13,32.1,24,1,-1.00836212404421,0.519265636698819,4.83333051564472
1,114.616993295511,36,14,96.1,20,0,0.770019781197931,0.760320578170349,5.06665978780913
1,147.825851644647,18,14,104.1,0,0,2.08926452410087,0.964531290348272,5.10522198857073
0,91.1795125171293,35,15,59.4,11,0,-0.697837639143078,0.0785681199906819,5.09961365145159
0,49.269061850212,29,9,9,10,1,-0.581849597667453,0.049412854116736,6.18264487834106
0,88.7169175230534,28,16,56.1,6,1,-0.669595703729268,0.170548197414856,5.10425018525816
1,93.5404299540659,46,10,24.4,31,1,-0.47245815733684,0.931351951861448,5.16057145488703
0,62.0538794634479,30,12,27.5,10,0,-0.71896113711004,0.0419645204614681,5.5541868505573
1,147.154973059359,51,16,165.5,32,0,1.14964570914619,0.98,3.80414134546302
0,92.7338355185433,22,12,65.3,3,1,1.14310705120784,0.674233476307314,5.42691158717142
1,121.967558639901,46,11,43.5,31,1,0.853796596534521,0.98,4.76057145488703
0,91.3008745564271,36,13,45.5,17,1,-0.0360364472807562,0.398389364458018,5.07865978780913
1,108.900970419415,37,13,51.9,16,0,0.39446843295256,0.359817466583708,5.0712603691244
1,115.818510523908,25,17,90.9,6,0,0.0398987912703161,0.428551650387994,5.18227443832449
0,93.8984155464365,27,13,67.1,5,1,0.314020209929038,0.412737189465383,5.09448110212308
0,81.7820694602285,29,14,25.5,9,0,-0.524944508527126,0.0786654089918423,5.55864487834106
0,85.9216160466483,40,12,39.7,20,0,0.188125554493447,0.431483256470393,4.98567934733469
0,89.1768939625613,36,14,88,11,0,0.0898742843325544,0.213078736971375,5.10265978780913
1,128.863902844908,45,12,79.7,24,1,1.49827309738386,0.952339618878576,4.29075328034878
1,122.403422394634,32,14,100.2,19,1,0.932928077266188,0.892233912281901,5.22226647752179
0,89.7642526848227,37,14,23,19,0,-0.597061913448552,0.216982756366054,5.4472603691244
1,102.221884101866,43,13,21.7,26,0,-0.292992247674679,0.758484193797294,5.16933051564472
0,86.2588114585547,26,17,57.8,8,1,-1.06177443221029,0.103667595266852,5.22472171998271
1,122.444588145151,42,13,81.4,24,1,1.01113010178472,0.966185014956016,4.85546628439086
0,107.5768065593,28,14,71.4,8,0,0.694009646881992,0.387221520262844,5.16025018525816
1,142.555133855847,41,13,69,26,1,1.31147206649064,0.98,4.63130985288139
1,110.559991288873,47,12,79.2,23,1,0.620769644129699,0.819305249108902,4.49265216851173
1,56.0432560047251,28,10,11,9,0,-0.489562431152502,0.0341198034351126,6.18825018525816
0,94.9590750962415,30,14,74.9,11,1,0.62289951538756,0.618540899863778,5.1741868505573
0,87.1697390341276,26,13,27.2,7,0,-0.31564904092333,0.0903031816836731,5.58872171998271
0,71.6539884471838,35,15,20.1,9,1,-1.4565035556947,0.0366075655160756,5.49961365145159
0,44.7050099157931,26,8,11.3,8,1,-0.202962453185188,0.0457750227217611,6.22472171998271
1,138.181509204619,18,17,96,4,1,0.749349766025683,0.962188835772873,5.57722198857073
0,67.4330678473664,30,13,28.8,14,1,-0.708279233484589,0.123714613034207,5.6341868505573
1,102.159146160602,30,14,37.7,14,0,0.014587075404173,0.22439816289832,5.2341868505573
1,95.6005543761231,23,11,25.3,14,1,0.32442387184305,0.259350343996619,6.63220396668599
0,76.1935416136989,32,11,29,12,1,0.150215832055348,0.174036807060715,6.13826647752179
1,65.2162919014076,32,11,10.9,20,1,-1.29589265994334,0.136590588948962,6.23426647752179
1,122.089440902377,51,15,38.7,31,1,-0.0481438332327366,0.972350932682533,3.86814134546302
0,76.6996323247568,32,13,26.2,20,1,-0.681872957105903,0.305325209512851,5.63426647752179
0,63.6652813422939,21,11,20.4,1,0,-0.0879108211241541,0.134310574472705,6.3376269362685
0,81.2050552412981,24,12,43.9,6,0,0.32059596788685,0.158939012855466,5.21437417762586
1,79.124079368087,41,9,13.1,27,1,-0.31624816831946,0.798144917704453,5.80730985288139
0,95.2530356198331,31,14,50.7,13,0,0.221790008044813,0.266255733733705,5.17929290310849
1,99.1198698562219,24,12,45.4,9,1,0.557109320097095,0.32157131382731,5.34637417762586
0,37.4817298289941,18,9,4.8,3,1,-1.01428555334614,0.0717767288513193,6.50922198857073
0,109.141521745672,33,14,54.6,16,1,0.343471533137555,0.560599988563318,5.1512914734903
0,54.233768512274,29,12,12.4,9,0,-1.15492640551792,0.0238278517194461,5.55864487834106
0,61.6949241171064,35,11,21.9,18,1,-0.894712506092358,0.149716073283093,6.09961365145159
1,101.975775942961,18,17,56.8,0,0,-0.380545324987271,0.56209495549319,5.30522198857073
1,107.076770432519,50,18,165.5,33,0,-0.683826301056198,0.952880918829423,3.81457945846835
1,131.884325193138,28,16,181.7,10,1,1.62701000660051,0.966478251419966,5.01625018525816
1,130.658754568963,44,15,97,29,1,0.431413475837713,0.98,4.63204962660221
0,107.487105956912,35,12,117.1,18,1,1.43504996390728,0.843368159274349,4.89961365145159
1,134.664684432853,46,14,124.4,29,0,1.16068251805474,0.98,4.24857145488703
0,81.1963378212762,18,13,40,0,1,0.145366815818054,0.587742606256212,5.30522198857073
0,99.0947181456313,23,8,45.8,2,0,2.37822346840943,0.133261814304728,5.75620396668599
1,79.8951425587086,38,12,26.1,22,1,-0.44400876357504,0.506778658343728,5.39299568988439
0,88.3569584492452,39,17,28.5,18,0,-1.91756555758408,0.0200632389040756,5.43134143206928
0,38.6118670167047,32,9,15.5,11,1,-0.87605278740705,0.0463302776625158,6.12626647752178
1,91.427326184706,39,12,44.9,22,0,-0.0626495649677965,0.473872954413665,4.96734143206928
1,105.256027410395,28,17,181.3,9,0,0.745717308384809,0.73799893249083,5.18825018525816
1,153.47390543111,52,13,82.3,35,1,1.53743813912151,0.98,3.32455178987957
0,60.6403989666803,27,15,37.1,5,0,-2.05525869619301,0.02,5.09448110212308
1,139.905523547945,37,14,66.2,25,1,1.05663894460203,0.98,4.9992603691244
1,102.689507952499,38,12,40,18,0,0.631152470295417,0.444970615750188,5.04099568988439
1,105.064189903153,44,16,58,27,0,-0.847013332587571,0.712604660413168,4.70404962660221
0,57.028785353965,26,13,15.5,9,0,-1.44959341633794,0.02,5.66072171998271
0,87.4728470487812,26,15,50,3,1,-0.159489560928134,0.362317346447254,5.34472171998271
1,89.5479395335076,18,14,120.4,0,1,0.745951214541344,0.891766459656464,5.30522198857073
0,81.0026809750424,32,14,120,9,1,0.314223496381056,0.4758224936004,5.10226647752178
1,65.2389659513671,39,13,109.6,19,1,-0.90230221443675,0.304296949259674,5.01534143206928
1,125.141810749841,38,16,110,20,0,0.461216328391685,0.801435957534625,5.01699568988439
0,109.074370632994,36,14,44.3,14,0,0.311960739391847,0.337663201551973,5.09065978780913
0,61.0941148306253,40,12,18.6,19,1,-1.52562307590769,0.11644337033761,5.40567934733469
0,97.5421992465363,28,13,79.6,14,1,0.378627640720382,0.496613657352562,5.32825018525816
0,60.5141546034638,39,10,18.8,21,0,-0.362501624772812,0.243270449752941,5.98334143206928
1,99.2327230443847,31,12,57.7,19,1,0.551312966725173,0.577463508904251,5.27529290310849
1,94.7631914997153,36,11,36.8,25,0,0.525173310483013,0.747566732094914,5.64665978780913
1,99.1346678951112,43,14,93.1,24,0,0.317552686372668,0.837248331463141,4.83333051564472
0,40.2412977191793,26,9,15.9,9,1,-0.863698811428334,0.0393707624267532,6.26072171998271
1,84.8286996062112,38,14,241.6,21,1,1.73972668260911,0.98,4.80499568988439
0,99.9369704697114,28,12,47.5,7,0,1.2245613450077,0.333711787481958,4.93225018525816
0,46.7157661293567,28,10,5.2,9,1,-1.85072553269232,0.02,6.18825018525816
0,83.2645398970023,36,14,32.9,18,0,-1.0315894417233,0.0972473794165944,5.07465978780913
1,125.801292914604,37,14,116.3,20,1,1.16358299542759,0.943873452587673,5.0392603691244
0,84.7819661266151,36,15,27.3,19,0,-0.957695070702818,0.142288983020183,5.47065978780913
1,101.452946852733,26,16,71.9,7,1,-0.106046463695347,0.491415718339577,5.18872171998271
0,66.3619282423179,22,10,10,7,0,0.309034535021753,0.0814797819261485,6.33491158717142
1,79.7600488578441,46,9,4.7,30,1,-1.14149461198389,0.825603867714771,5.20457145488703
1,90.3392421492728,50,10,13.1,35,1,-0.663501439154788,0.98,4.69457945846835
1,126.220207778663,37,15,180.6,25,1,1.25861566784515,0.98,4.7992603691244
1,146.206458263366,46,15,72.8,29,1,0.323719938592716,0.98,4.24857145488703
1,127.46418790613,25,13,78,8,1,1.75213430113632,0.848864083463506,5.06227443832449
1,113.544174349314,42,13,61.7,26,0,0.328139543617536,0.88514845391571,4.79946628439086
0,55.1891797651923,35,10,10.4,18,0,-0.831776721803251,0.0794758399968975,6.09961365145159
1,132.274671412054,45,14,102.9,30,0,1.18766396221623,0.98,4.25075328034878
1,122.493664249623,38,14,70.1,21,1,0.618471758650763,0.9008195999689,5.00499568988439
1,105.968728548816,34,16,176.1,15,1,0.69470942798939,0.866455330846122,5.1184285021965
0,75.7409470614242,18,13,22.7,3,1,-0.530016701990022,0.266067917293355,5.90922198857073
0,64.8331944729206,34,12,18.1,21,1,-1.72395030436703,0.117832823856557,5.5424285021965
1,99.3545112387388,42,15,39,27,0,-0.670339296805213,0.767074081105835,4.77146628439086
0,71.4190164385704,34,14,28.2,13,1,-0.880902181478637,0.106381123794007,5.5104285021965
1,104.234959078788,46,14,38.3,28,0,-0.389408565531856,0.785299795686834,4.29257145488703
0,74.6393669331879,28,14,20.9,12,1,-1.08167495937886,0.0724741025701313,5.67225018525816
0,77.0929767645134,34,11,22.7,20,0,-0.169428174436963,0.230943470932535,6.1384285021965
0,100.252636485652,33,15,48.5,18,0,-0.178152972740714,0.346517151088697,5.1672914734903
0,86.2803884207574,27,10,25.1,8,0,0.812735624275838,0.10187811552147,6.19048110212308
0,90.3968031050279,29,17,34.9,10,0,-1.15875899560801,0.0417596725101836,5.18264487834106
0,82.7684422636995,32,12,24.5,9,1,0.810508272430045,0.368178260258991,5.50226647752179
1,70.7869255591849,49,15,297,34,1,1.94331385551147,0.98,3.62838691346617
0,114.884989719245,42,13,42.4,24,1,0.257352857627457,0.870960075550098,4.85546628439086
1,99.4328813751788,42,12,13.7,26,1,-1.3773307260165,0.558487784913453,5.19946628439086
0,88.138888521745,42,17,31.4,17,1,-1.65909752187036,0.0526808712827265,5.05146628439086
0,85.9930040476828,34,14,27.9,16,0,-0.661257659095693,0.116140392223063,5.5224285021965
1,125.140100575596,50,13,105.5,35,0,1.17311882949132,0.98,3.69457945846835
1,-91.5763692455916,50,17,459.1,38,1,1.97886092372219,0.98,3.31457945846835
1,93.482779546863,28,14,43.7,5,1,0.37472529279875,0.44016206653852,5.07625018525816
1,52.5171093542805,33,11,7.8,16,1,-1.29739202552325,0.068311901264455,6.1512914734903
0,35.6998837229206,22,12,7.8,0,1,-1.73260100713984,0.0533948365145489,5.67091158717142
0,74.2385776391616,34,11,30.5,17,1,0.0805728298145667,0.286558632928249,5.7264285021965
0,43.8386321625949,21,9,3.8,6,1,-2.12456847557968,0.0209575632512659,6.3176269362685
1,100.435448726514,25,13,43.5,3,0,0.491502190238439,0.298972185847138,5.36227443832449
1,110.902286372458,22,15,81.8,4,1,0.542045611139355,0.783159804286902,5.47891158717142
1,121.560705438274,48,15,48.4,30,0,-0.395867997074331,0.894209570969413,4.10617883764127
0,59.6346101961528,29,12,15.4,10,1,-0.891407061748107,0.0630328238443949,5.58264487834106
1,108.832735059064,48,16,132.3,30,0,-0.187181390238625,0.93559215429507,4.10617883764127
0,93.167067133993,47,14,17.1,30,1,-2.26742600834336,0.417886287719853,4.55665216851173
0,75.9823425524221,26,12,27.6,12,0,-0.486172700692027,0.065289864179756,5.76872171998271
1,133.81558115818,28,15,178.2,17,1,1.66838808792109,0.972836698163743,5.21225018525816
0,108.83140630569,27,13,65.9,11,1,1.17813951277662,0.711013531626673,5.28648110212308
0,71.3945629539329,43,14,33,20,0,-1.30173163442217,0.106506230877205,4.96133051564472
1,110.648646653678,47,12,78,26,1,0.717372962513454,0.932391039996594,4.34865216851173
0,89.0189343372632,37,11,28.1,29,0,-0.39424763460266,0.839533703035347,5.9672603691244
1,123.570577523807,43,13,42.3,28,0,0.520169883507699,0.956205814892394,4.70533051564472
1,103.851999852038,18,11,57.9,1,1,1.21346696924863,0.626004831827606,5.77322198857073
1,108.424599246124,20,13,31.2,0,1,0.833987304232507,0.750680201150369,5.29147975370484
0,82.410735091644,34,13,78.8,16,0,0.345094228471091,0.323210235285808,5.1224285021965
1,80.9395610145916,39,12,24.6,21,1,-0.138086611683616,0.544839945790058,5.38334143206928
0,92.536451366154,34,14,71.7,18,0,0.0748642007729591,0.385287202266487,5.1304285021965
0,87.6650498136738,34,13,39.1,16,1,-0.233995645092032,0.283180815639736,5.1224285021965
1,122.571596352583,47,12,93.7,32,0,1.1306009995831,0.98,4.06065216851173
0,112.78451252496,29,12,80.8,14,0,1.48214406604765,0.494376599240628,5.07864487834106
0,62.3195977173297,19,11,47.8,7,0,-0.0671001318102706,0.107157473095396,6.04761735197886
1,133.699789818064,53,15,90,31,0,0.634595006036745,0.979512935488479,3.7193949599551
1,93.506598342087,31,12,37.3,13,0,0.182664830345626,0.146217047096617,5.17929290310849
0,62.8890449112638,24,14,25.3,5,1,-1.72174091692815,0.0301465252105206,5.57037417762586
1,94.3677318632935,32,14,39.8,11,1,-0.0354863989736334,0.281308889988916,5.12626647752178
1,105.70384942055,33,15,50.6,16,1,-0.495804550971938,0.284662334091858,5.1512914734903
0,75.4711069964608,40,12,12.6,22,0,-0.742378025772321,0.282024818467768,5.34567934733469
1,130.998536114102,31,14,85.9,16,1,1.06987951593821,0.853398620887898,5.22729290310849
1,105.21699358117,46,12,78.1,27,1,0.128244631755788,0.907652258897302,4.33657145488703
1,154.464783624997,43,12,80.3,22,1,2.5,0.98,4.69733051564472
1,135.473844709644,29,15,99.4,14,0,1.13170777197497,0.755110822278996,5.27864487834106
0,73.981172667477,31,14,21.5,13,1,-0.606988053101806,0.152209700523741,5.57929290310849
1,138.321055855139,36,16,138.4,15,1,1.28055205194449,0.955262595523297,4.88665978780913
1,138.320514945438,41,16,72.4,24,1,-0.00858237787802947,0.930056219694984,4.87930985288139
1,139.436381550866,45,14,72.3,26,1,0.61035766564502,0.961106553301457,4.41075328034878
1,107.254407555739,44,12,72.3,21,0,0.73689961154849,0.673084145873684,4.92004962660221
0,72.8284860910975,34,8,15.6,9,0,1.4654994521248,0.0732473512109294,5.8944285021965
1,73.0566265929956,28,11,16.3,4,1,-0.366843532799871,0.102479840207265,6.34825018525816
1,114.853192771963,37,15,112.5,19,1,0.466945076410665,0.859379742222284,5.0472603691244
1,118.151243018215,40,14,44.4,21,1,0.344236601119719,0.809714892506052,4.96567934733469
1,133.733490528566,24,13,91.3,7,1,1.72325659574779,0.85235053599714,5.05837417762586
1,102.350881931693,51,11,23.6,34,0,0.31604028632268,0.98,4.67614134546302
0,81.6191928517596,31,12,37.9,11,0,0.488048159625478,0.176860269895154,5.14729290310849
1,106.579143743457,46,12,50.6,29,1,0.577983851921978,0.964598909869098,4.24857145488703
0,45.4904623052761,28,10,6.8,13,0,-1.78040890559856,0.02,6.30025018525816
0,110.374866467719,44,16,48.5,28,0,-0.770924732265915,0.810036173184139,4.66804962660221
0,70.7712989999599,28,13,48.8,7,1,0.0320984254791593,0.228638860105785,5.13225018525816
0,54.4884681390402,28,13,17.7,6,1,-1.09553400595119,0.0561956272556173,5.50425018525816
0,50.5787747768304,30,9,13.9,10,0,-0.234995244636244,0.0343636015808582,6.1541868505573
1,84.7313734551587,42,12,30.5,27,1,-0.735208406628069,0.805084639423773,4.77146628439086
1,64.5104315040971,40,9,18.4,21,1,0.0601422190430558,0.420433886188641,5.96567934733469
1,123.592692059366,18,11,46.5,1,0,2.12692675571426,0.701551442348184,5.77322198857073
0,58.6642698633771,29,11,35.7,12,0,-0.23861025101013,0.0640615840983591,5.83064487834106
