"scholarship","completed","gpa","parental_income","first_generation","sat_score","distance_to_college","financial_need","ps","tau_true"
0,1,3.92880091376298,49.7,0,896,39.4,49,0.425689555257121,-0.12
0,1,3.26317814422338,66.4,0,1028,53.8,61,0.607436996047082,0.04
0,0,3.01955258388178,209.5,1,1304,18.2,34,0.474740098509291,0.34
1,0,3.43071454635576,105.3,0,908,52.3,41,0.352842644764674,0.04
0,1,3.46731385686367,291.2,0,1179,14.3,11,0.132978605209803,0.08
1,1,3.18644494796417,129.6,1,1162,33.4,71,0.79112366109932,0.44
1,0,2.76500120702581,52.9,1,911,56.4,93,0.923694960195218,0.46
0,0,2.44141477976944,58.4,0,993,0.5,46,0.634058906242133,0.04
0,1,3.65001511044957,102.9,0,891,57,17,0.153719883725679,-0.12
0,0,2.64037604629916,109.6,1,1017,46.4,68,0.805566512365953,0.24
0,0,3.42878666639326,54.5,1,949,0,68,0.807077792175,0.24
0,0,2.73976893664563,96.4,0,1223,21.2,47,0.563044116013743,0.08
0,1,4,45,0,1128,42.7,48,0.423627507493723,-0.06
0,1,2.91919551399364,59.8,0,934,2.6,31,0.414929755605469,0.04
1,0,3.16212575400615,118.7,0,844,22.8,34,0.341124748253537,-0.02
0,1,3.55371997713404,43.9,0,1120,24.1,55,0.57546193951688,0.04
0,1,2.44313066075434,64.6,0,904,55,48,0.583917692884221,0.04
0,1,3.33076145252359,85.2,0,1353,66.2,50,0.47930771310424,0.14
1,1,2.89286683391548,53,0,871,17.9,50,0.594113715491317,-0.02
0,1,3.16934734241086,374,1,1172,53.9,11,0.191035997916785,0.34
1,1,2.64566828388505,167.7,0,1023,8.1,32,0.391530894711076,0.04
0,1,3.16948087781538,81.5,1,1205,21.7,66,0.790928366428551,0.28
0,1,3.75619864551219,179.6,1,1035,38.7,45,0.469561918347173,0.14
1,1,2.72254380518376,55.5,1,951,37.2,74,0.862342882887848,0.4
0,1,3.01755453958677,84.5,1,1138,4.6,74,0.854510488788805,0.4
1,1,3.52296040105066,116.3,1,1299,0,50,0.63293595086402,0.28
1,1,3.12289548196764,35.5,1,1121,30.5,61,0.789354964469858,0.24
1,1,2.65372399180625,60.1,1,1070,8.9,87,0.925503543573762,0.4
1,1,3.42732467580006,321.6,0,1046,46,3,0.0852296043194649,0.04
1,0,1.8161108796848,86.4,1,1096,41.6,74,0.896195495223639,0.4
0,1,2.98785148182386,74.1,1,1144,0,42,0.637016931900433,0.24
1,1,3.01478019321056,297.7,1,738,6.4,9,0.216454322816317,0.18
0,1,2.75738811663853,28.7,0,1172,3.8,45,0.636497742310142,0.08
0,0,2.71576348696521,113.7,0,961,20.1,39,0.460157272348499,0.04
1,1,2.93811122281968,62.6,1,1286,15.9,82,0.900060407636977,0.44
1,1,3.19825676796216,104.9,0,1111,38.1,48,0.478905056345898,0.04
0,0,2.86843779052235,199.4,1,991,23.7,49,0.618034958992564,0.24
0,1,2.71578362219456,89.9,0,1236,36.1,35,0.436284830933002,0.08
0,1,3.06484222086214,102.7,0,1036,44.1,24,0.266916484672696,0.04
0,1,3.68887307663303,217,0,1336,29.3,2,0.0910022150679767,0.04
1,1,2.89951227071015,84.4,0,956,44.9,29,0.334356009430485,0.04
1,1,2.84977136307296,38.3,0,1187,0,64,0.770552383341929,0.08
1,1,3.4217683802937,103.6,1,1014,14.7,59,0.70026260362031,0.24
1,1,3.07005234607645,68.6,0,1180,7.4,49,0.573449015549026,0.08
1,1,3.25990560122755,27,1,1004,14.5,62,0.804085474374681,0.24
1,1,3.17092811040897,66.3,1,1003,34.7,75,0.837421820752116,0.4
1,0,3.45846906458684,74.4,0,1121,30.3,48,0.476114688305193,0.04
1,0,2.3318210073997,100,0,1332,22.5,46,0.610464395859077,0.14
1,1,3.12769889307138,36.7,0,1243,3.4,86,0.875364924274403,0.24
0,0,3.05798350286841,81.7,1,803,33.4,76,0.83620748080854,0.34
1,0,3.13762567373889,110.2,0,1151,0.2,46,0.508000160321152,0.08
1,1,2.83998733456989,55.8,1,1196,28.8,85,0.91022749228712,0.44
0,1,2.5091952721037,118.9,0,1243,32.5,58,0.672040469487533,0.08
1,1,2.97493385041653,74.4,1,1327,8.8,82,0.897929247670233,0.5
1,1,2.91528111036665,35,1,1058,0,81,0.912210796627333,0.4
0,1,2.96063347878486,167.4,0,1235,0,33,0.381078229874045,0.08
1,1,3.72991564995438,70.6,1,1278,26.3,71,0.786643892665191,0.34
0,1,3.38087980499154,228,0,960,11,3,0.107232572811518,0.04
0,1,3.63454027713603,141.7,1,1034,30.7,27,0.335408717813851,0.14
1,0,2.60527385426226,57.2,1,1027,23.4,66,0.837728525179335,0.24
1,0,1.98280647882251,71.2,0,977,0,54,0.743733189461238,0.04
1,1,3.34684096444561,115.5,0,982,54.9,51,0.455361146824735,0.04
0,0,3.32872069260861,82,0,1112,47.4,64,0.62512716913285,0.04
1,1,3.66838552726396,95.8,1,927,27.7,63,0.697492912158555,0.14
1,1,2.99382237869205,115.2,1,1147,9.4,78,0.862570507020875,0.4
1,1,2.67789028901497,131.3,0,1161,17.3,60,0.673370712006598,0.08
1,1,3.02844951624538,46.9,1,1170,36.6,76,0.867005366201986,0.44
0,1,3.81531757718484,146.3,0,1106,22,40,0.317211449428701,-0.06
1,1,2.41832971732666,55.1,0,1207,44.9,43,0.578473630862091,0.08
1,1,2.95953980245156,109.8,0,936,16.3,40,0.441856633394271,0.04
0,1,3.29993732300625,137.1,0,870,39.7,37,0.326957257965388,-0.02
1,1,2.63592511376268,34.3,1,1091,49.4,75,0.883769189069349,0.4
0,0,2.22188220232296,77.3,0,962,32.7,26,0.411838923346907,0.04
1,0,3.10468756140323,36.8,1,943,16.5,62,0.798492713025334,0.24
0,1,3.67382424242995,40,0,913,53.3,54,0.510829927901794,-0.06
0,1,2.69914090403847,102.1,0,1000,0,36,0.464429359849031,0.04
1,1,2.99827642728273,27.7,0,1288,5.5,55,0.70241338455192,0.08
1,1,3.61326334982395,54.5,1,1168,65.9,74,0.794001911617343,0.4
0,0,2.24897379275231,85,0,934,56.3,42,0.532859363796234,0.04
1,1,2.87885554281668,112.2,0,1276,3.8,44,0.526162515098424,0.08
0,1,2.89950067842808,149.7,0,1038,46.8,18,0.21832967475387,0.04
1,1,2.92187912670087,254.2,1,936,33.4,47,0.562664646502426,0.24
0,0,2.55988060143843,127.5,1,1145,11.5,45,0.664373604200145,0.24
0,1,3.26155973463939,105.9,0,1079,48.3,46,0.436652711428068,0.04
0,1,3.39154656896589,212,1,1111,42,27,0.329104359533621,0.24
0,1,2.52105187969131,91.2,0,1112,73.4,50,0.562607835653806,0.04
1,0,2.6497576538864,43.6,0,1113,26.1,72,0.813464058773388,0.2
0,1,3.38886381457714,305.8,0,963,37.4,0,0.0800977244419316,0.04
1,1,3.38228077625293,75.4,0,1075,31.2,67,0.665330496913536,0.04
0,1,2.87256855938454,100.5,0,1336,75.9,48,0.49912770807586,0.14
1,1,3.00901058371602,20,0,1133,31,72,0.812970413527998,0.2
0,0,2.88574520977438,37.2,0,1014,74.7,54,0.605316238731965,0.04
0,1,3.54600789776273,83.6,0,1055,66.1,41,0.347506923827488,0.04
1,1,2.17193864079744,36.7,1,1261,35.8,88,0.945350413187069,0.44
0,1,2.63835187067716,184.9,0,974,0,18,0.268813245890791,0.04
1,1,3.25915420257394,74.2,0,1178,45.5,72,0.715474452252386,0.24
1,1,2.96215035517316,59.5,0,1232,79.6,74,0.748351056993405,0.24
1,1,3.09262507044301,49.6,1,1167,4.6,61,0.797262149200083,0.28
0,1,3.76861985993317,64.8,0,1108,39.2,39,0.347402959215876,-0.06
1,1,2.50285614405455,131.2,0,1127,0,33,0.452040565049047,0.04
1,1,3.25852120195411,27.7,0,1185,41.9,51,0.591403919376007,0.08
0,1,2.90830198838016,58.1,0,846,34.7,23,0.307266321989892,-0.02
1,1,3.56849444279742,203.6,1,1164,17.8,20,0.280010745757024,0.28
1,1,2.22043263059448,165.9,1,1139,31.2,43,0.645884167652809,0.24
1,0,3.11408210933032,42.8,0,984,40.6,80,0.809431026690069,0.2
1,1,4,72.7,1,880,60.4,54,0.559772599503111,0.14
1,1,2.47791890480266,210.9,1,1161,44.2,40,0.560067514374342,0.28
1,1,2.52550431984034,240.4,0,1168,9.5,26,0.335138501499313,0.08
1,1,3.47675818628392,93.3,0,823,51.3,24,0.214973664524425,-0.02
1,1,2.4525215487339,106,0,1243,29.8,55,0.662029404065772,0.08
0,1,3.3522918988862,91.6,0,988,58,31,0.282948755384704,0.04
0,1,2.90165070018719,148.3,0,1066,54.2,52,0.5151063904549,0.04
1,1,3.30723043364457,67.3,1,985,44.5,80,0.84856072904473,0.4
1,1,2.74938317187462,152.5,1,1235,57.9,36,0.500585937344604,0.34
0,1,3.00248651510265,60.5,0,1368,57.8,78,0.794616722381456,0.3
1,1,3.11834863173321,56.3,0,1013,27.5,50,0.558144276569003,0.04
1,1,1.88626363158488,32.4,1,1248,16.9,89,0.958461171717473,0.44
0,0,3.45558342690809,82.5,1,859,29.2,53,0.634875084382961,0.18
1,1,3.29147777486077,48.2,1,1275,0,70,0.844343169497829,0.28
0,1,2.77705625934517,231.7,0,947,28.8,47,0.471710005742866,0.04
0,0,2.14476513962541,73.1,0,1274,47.9,41,0.577520453512485,0.08
1,1,2.76264170253095,120.5,1,1072,38.8,57,0.720080793628938,0.24
0,0,2.37336582878219,105.9,1,1037,18.6,54,0.754692488060716,0.24
1,1,2.38188259854262,54.4,1,1164,34.7,69,0.86584997513235,0.28
1,1,3.12819996806818,114,0,1365,53.8,30,0.311190178879916,0.14
1,1,2.28822427798795,40.7,1,1270,45.5,90,0.94306872246745,0.44
0,0,2.60941767813874,47.3,1,1006,40.4,68,0.844438775423258,0.24
1,1,2.67860247326931,67.8,1,1013,19,59,0.785155923787211,0.24
1,1,3.62674371242065,52.2,0,1291,39.6,48,0.477780795108588,-0.02
1,1,3.28448258721539,98.5,0,1157,33.7,25,0.268246070396278,0.08
1,0,3.08337674224486,31.8,0,1000,16.7,58,0.684243566103476,0.04
1,0,1.92594977580135,73.4,0,1190,17.3,46,0.678188643410991,0.08
0,1,3.80096672591453,63.3,1,1032,50.6,68,0.733628133266498,0.2
0,1,3.50364145630271,188.9,0,967,49.7,21,0.170377794101255,0.04
0,1,2.304764469055,180.9,1,1073,17.7,27,0.485045140789966,0.24
1,1,2.78567894248889,75.6,1,1187,45,62,0.77982961257902,0.28
0,1,3.23545295330083,91.9,0,1358,48.4,35,0.36082487566705,0.14
1,1,2.87586691033766,107.5,1,837,0.1,71,0.831299123877932,0.34
0,1,3.09777113868519,408.9,1,1165,6.7,6,0.19331096666065,0.28
1,1,1.77126962408588,116.3,0,1347,58.9,32,0.499816493800271,0.14
1,1,2.57371903258397,55.3,0,1298,43.8,55,0.676479587420974,0.08
1,0,2.864002448767,58.3,0,1028,36.9,71,0.762477029754959,0.2
1,1,3.03143860487697,91.4,1,953,28.4,64,0.766955311025423,0.24
1,1,3.72456115682147,70.8,0,1064,40.6,67,0.615895749614914,-0.06
0,1,3.7883285190476,96.3,1,1296,46.4,27,0.342435819380208,0.18
0,1,2.62371858097596,84.3,1,1191,43.9,68,0.825852481994233,0.28
1,1,2.90377482173565,93.4,0,787,42.2,36,0.384777758835971,-0.02
0,1,2.72049807387747,277.5,0,1077,38.1,0,0.117025857972671,0.04
0,1,2.84391450996805,40.4,0,1162,18.9,65,0.759632976810313,0.08
1,1,3.50347190444994,93.4,1,1122,0,43,0.572132417926402,0.24
0,1,2.76308262469928,67.7,0,1112,51.9,47,0.543791207550006,0.04
1,1,3.08255005360269,66,1,986,35.9,51,0.670937335658237,0.24
1,1,3.52238129978274,109.7,1,1078,50.4,57,0.637449229768161,0.3
0,0,2.63318410598956,90.4,1,955,22.3,50,0.700307953522928,0.24
1,1,2.86263512207837,105.4,1,917,28.3,67,0.792896484121272,0.24
0,1,3.54344021403677,114.1,0,1094,5,52,0.500945877340645,0.04
0,1,3.35789729913443,39.3,0,905,45.1,58,0.60252283380523,0.04
1,1,2.4822720005011,58.1,1,1131,32,61,0.815039984114291,0.24
1,0,1.62081065977739,249.5,0,1025,18,16,0.33828093796289,0.04
0,1,4,128.7,0,1236,25.4,38,0.290074397619657,-0.02
1,1,3.383012351818,40.2,0,1173,18.6,53,0.593774331444557,0.08
1,1,2.61286980563248,42.9,1,812,0,92,0.943000008972714,0.34
1,1,2.92246972152323,35,0,1387,7.5,57,0.717684810573817,0.14
1,1,2.5256255020528,61.1,0,1075,44.4,45,0.569116424121558,0.04
1,1,3.22681205949989,158.3,1,974,15.3,30,0.413323580641644,0.24
1,1,2.93930151165485,51.6,1,1134,17.6,61,0.796575628030539,0.24
1,0,3.59612435246193,29.7,0,903,62.4,64,0.628205967803596,0.04
1,1,3.79890122064061,82.2,0,1021,16.5,44,0.393005784983224,-0.06
0,1,3.21384017748973,123.5,0,1019,35,37,0.357170171419919,0.04
0,1,3.20181410633355,588.5,1,1105,34.6,0,0.123787793288398,0.24
1,1,1.95029481519243,96.2,1,1470,10.8,58,0.839140337630255,0.4
0,1,2.49453780681785,106.7,0,1075,10,32,0.443378004278134,0.04
1,0,2.55612167451593,160.7,0,1114,22.1,45,0.525324587317094,0.04
0,0,2.11411235593579,42,0,1006,25.5,48,0.688561375621383,0.04
0,0,2.27230762688952,60,0,1318,37.1,68,0.80774846680589,0.14
0,1,2.44729011875187,135.5,0,978,30,35,0.435343930086705,0.04
1,1,3.80014903300683,293,1,1085,58.2,17,0.186592915704821,0.2
1,1,2.55269345267424,121,0,1226,18.7,34,0.446483951013317,0.08
1,1,2.20924852558455,74.7,0,1159,39.2,69,0.80229263278595,0.08
0,0,3.50987089418729,33.2,0,1294,8.4,47,0.549113082331268,0.08
1,1,3.47626713876312,64.6,1,956,27.8,72,0.802411225174931,0.4
0,0,2.67088536548349,94.2,0,909,27.9,36,0.437781328249607,0.04
1,1,3.08361294929508,72.1,0,1140,37.9,51,0.552441659523405,0.04
0,1,3.07340010949193,102.9,0,1349,33.3,41,0.447741506211143,0.14
0,1,3.65785857854415,41.4,1,1056,44.3,93,0.902971384785981,0.3
1,1,2.3086548728004,81.4,0,1142,68.2,55,0.652583759734456,0.04
0,1,2.23876658121264,125.4,1,1003,25,42,0.651010353828933,0.24
0,0,3.20421307453311,178.3,1,1112,47.6,49,0.569458685809396,0.24
1,1,2.63864868951467,46.3,0,1030,38,64,0.744448617405496,0.04
0,1,3.62795248780229,36.1,0,1315,5.9,53,0.590396174436746,0.04
1,1,3.1333893736878,45.4,0,1219,41,45,0.519126162049313,0.08
1,1,3.04517162547259,101.4,0,1150,31.8,49,0.521648289131152,0.08
1,1,2.04455576827818,110.3,1,1320,62.2,78,0.89148058833682,0.56
1,1,3.35640914632559,38.9,0,1214,0,70,0.764099804353537,0.08
1,1,3.20468780728637,75.1,0,1121,26.8,27,0.313625928380391,0.04
1,1,3.72685448399304,79,0,1177,43.3,55,0.494248397735054,-0.02
1,1,3.05712123065954,153.7,0,1113,14.9,48,0.497414210806655,0.04
1,1,2.85923539181658,84.9,1,1262,2.8,46,0.681884961915874,0.28
0,1,3.1467418196234,131.8,0,981,34.6,47,0.455970741046948,0.04
0,0,3.4123796665797,124.4,0,1287,43.6,36,0.329660440540767,0.08
0,1,3.65860306711958,187.9,1,1251,34.9,30,0.350260484426076,0.18
1,1,3.39196961508977,29.5,1,945,44.7,85,0.890745702421588,0.4
1,1,3.23571784398641,23.8,0,1101,37.4,48,0.574933550894833,0.04
0,1,3.59426755242946,170.2,0,1085,30.7,12,0.135794221929419,0.04
0,1,3.10273623577172,54.2,0,1106,30.2,51,0.575431159995641,0.04
1,1,3.14172286282112,122.7,0,701,40.3,48,0.44793487328452,-0.02
1,0,3.19602581178794,50.7,0,995,32.8,36,0.408997216863863,0.04
1,1,2.90139557882442,27,1,1151,40.4,73,0.874716078144069,0.44
1,1,3.36244705643538,96.5,1,917,43.9,56,0.650987162608098,0.24
1,1,1.95002215047537,147.1,1,1197,43,49,0.7239481427881,0.28
1,0,1.82373341492487,13.3,1,908,36,84,0.954199275522562,0.4
1,1,3.48666843376106,87.1,1,1272,56,68,0.75192277311095,0.34
0,1,3.112311072204,148.3,1,1050,26.4,37,0.49297187262123,0.24
1,1,3.56546869272954,76.9,0,1101,36.5,24,0.239417254060901,0.04
1,1,3.13866544884529,205.2,1,984,14.4,50,0.604772354965236,0.24
1,1,3.36307969975609,47.6,1,1129,55.1,61,0.735312939544886,0.3
1,1,2.99296260170406,119.4,1,1314,88.8,59,0.681279500732202,0.4
0,1,3.5573135294357,65.5,0,1090,4.6,37,0.389484648808691,0.04
0,1,3.30628532331662,102.3,1,970,62.3,74,0.783450281092239,0.46
0,1,3.093661559543,220.9,1,1237,54.1,13,0.237681220942147,0.34
0,1,3.23792007044099,132.6,0,1110,51.2,31,0.287164775192992,0.04
1,0,2.29529476241088,30.3,0,1140,0,57,0.783871982449982,0.04
0,1,3.03505062088722,170.1,0,1216,29.9,14,0.193618483655942,0.08
1,1,2.84698063273252,31.2,1,1191,30.7,90,0.934773504269496,0.44
0,0,2.44597510179981,217,0,1050,19.7,0,0.150955703092119,0.04
1,1,2.48789068863513,68.5,0,1210,24.8,59,0.720605814342907,0.08
0,0,3.11725096372682,46.9,0,752,38.1,59,0.630070583389504,-0.02
0,1,3.40877611644924,145.6,1,1225,24.7,63,0.716849436353297,0.28
0,0,3.19142585955566,419.7,0,952,33.7,0,0.0826175882002535,0.04
1,1,3.57769122492299,98.1,0,1231,49.7,43,0.378580788904482,0.08
1,1,2.9814386281602,151.3,1,1390,59.8,47,0.590459491331547,0.4
1,1,3.0602980391216,29.3,1,1260,18.5,61,0.816099069083599,0.28
1,1,3.14114391139219,50.3,0,1091,15.6,61,0.682205815118597,0.04
1,1,2.53576062475269,63.2,1,1332,0,69,0.8749914092503,0.34
1,1,2.85869767609004,102.9,1,1039,52.3,87,0.888536842338354,0.46
0,0,2.95193924544218,100.9,0,870,40.7,41,0.428037082081795,-0.02
1,1,2.57361826894429,108,1,1270,50.3,49,0.677651963310743,0.34
0,1,3.18555897759152,279.8,0,1242,22,2,0.110376863785038,0.08
1,1,3.26249154872308,87.3,1,1041,20.8,62,0.744739850074869,0.24
1,1,2.55441787564811,44.9,1,774,30.7,64,0.825840968312623,0.18
1,1,2.66151883847369,113.5,1,1136,21.2,70,0.835132076143331,0.24
0,1,3.28391144925488,112.9,0,1202,0,52,0.549452510196207,0.08
1,1,2.16997784838949,88.6,0,1198,25.4,50,0.664976872208395,0.08
0,1,2.91078733113622,95.2,0,1162,45.6,31,0.354418452062046,0.08
1,1,2.87853116724494,62.5,1,1003,23,86,0.907572523353788,0.4
1,1,3.01596711189386,161.9,0,1201,66.4,21,0.216400000540287,0.08
1,0,2.7040091275615,65.3,0,720,33.4,39,0.470400103801398,-0.02
1,1,2.5489463754297,76.9,0,1366,52.9,51,0.617110160283172,0.14
1,1,3.33105855943962,51.8,1,1117,33.4,79,0.861292807637832,0.4
1,0,2.86932404026765,48.6,0,1107,3.2,59,0.711242117868604,0.04
0,1,3.38953293630173,388.3,1,1013,15.4,6,0.164158229138448,0.24
1,1,2.9859800504254,81.8,0,1254,21.3,43,0.502722751855593,0.08
0,1,2.93620226856918,223.3,1,768,46.1,22,0.306509092131785,0.18
1,1,2.07463019250051,127.3,1,1525,0,47,0.757119188372002,0.4
0,0,3.92546627316818,129.9,0,907,34.2,19,0.149620850344486,-0.06
1,1,3.22938289705768,79.2,1,1304,26,67,0.795128935060366,0.34
1,1,3.60837482933282,66.9,0,1076,55.2,53,0.482622939909328,-0.06
1,1,4,60.4,0,1077,43.4,76,0.671596625199739,0.1
0,0,2.7927295115822,107.8,0,1074,37.6,39,0.441271235983133,0.04
0,1,3.07059196230809,126,0,1038,34.2,38,0.385521266409551,0.04
1,0,3.85708767202786,76.5,0,1014,27.4,63,0.565487617994521,-0.06
1,0,3.11663565391629,123.2,0,1260,18.5,43,0.459916278645125,0.08
1,1,2.31695236346784,216.2,0,1157,60.1,25,0.308713006478312,0.08
1,1,3.34946878103954,74.3,0,966,99.7,36,0.297464244269307,0.04
1,1,2.57905721286361,110.9,0,837,40.8,22,0.293243879746703,-0.02
1,1,2.83210670334726,30.9,1,1177,60.2,75,0.874214771950745,0.5
0,1,3.48338740263284,22.9,0,1200,71.1,62,0.648536167057329,0.08
1,1,2.16492303347408,70.6,1,1064,42.1,77,0.896352641375593,0.4
0,1,4,161.1,0,1255,62,14,0.111674507924727,-0.02
1,1,1.78827894268715,50.9,1,1297,23.1,98,0.967901146127135,0.44
0,0,2.78328669017688,450.5,0,1246,3.8,0,0.119460524299921,0.08
0,0,2.8517322760356,56.2,0,1164,62.4,53,0.595066945471831,0.08
0,1,2.96330285196271,118.8,0,909,29.7,54,0.558905877351105,0.04
1,1,2.29834462744803,44.3,0,1184,0.7,69,0.841723022234885,0.08
1,1,3.27250956409583,96.3,1,1204,29.3,70,0.796119747623061,0.28
0,1,3.26303454856059,70.8,0,1173,14.7,49,0.536737013861133,0.08
1,1,2.95131561676886,122.9,0,986,33.1,41,0.430008485897345,0.04
0,1,3.28605727308264,134.9,1,1099,6.8,44,0.573230945721962,0.24
1,1,3.35876890248063,27.4,1,1340,58.1,65,0.797985291293403,0.4
0,1,3.23303105019072,205.2,0,1209,29.5,30,0.279328659040689,0.08
0,1,3.51214199470359,62.2,0,873,1.5,64,0.652264200012334,-0.02
1,1,2.67844311808875,13.3,1,1149,33.5,87,0.944070509902951,0.4
1,0,3.47793403422795,45.3,0,949,19.8,40,0.428842945028569,0.04
0,1,3.08468027264159,68.6,1,1048,34.8,50,0.663985543485796,0.24
1,1,2.68670499734863,95.7,0,1417,36.1,36,0.457023928756528,0.14
1,1,2.49384324886162,133.7,0,990,51.1,42,0.477064155076439,0.04
0,0,2.57570873049898,19.8,0,1352,65.9,65,0.791107378547621,0.14
0,1,3.45390674329731,219.9,1,878,18.4,27,0.330449000547911,0.18
0,1,3.40318858865559,115.1,0,1249,24.5,41,0.399259794273798,0.08
1,1,2.71097615915159,26.8,1,1048,31.1,77,0.901143135703969,0.4
0,1,2.27261083782304,53.5,0,1070,38.1,56,0.7151292735851,0.04
0,1,2.9299676646836,57.5,0,1318,54.5,51,0.581489343620134,0.14
0,0,3.4118219734209,36.7,1,1004,46.6,55,0.69764295230057,0.24
0,0,2.26186073374305,79.4,1,787,47,57,0.766474738954658,0.18
1,1,2.09577711197327,79.3,0,1235,30.4,34,0.526050663242914,0.08
1,0,3.61245002824169,33.8,1,1137,16.5,63,0.77728352284516,0.14
1,0,2.48210048774541,60.2,0,1106,45.4,57,0.687750487026002,0.04
0,1,3.27146212933634,121.5,0,1020,5.6,25,0.275835229029707,0.04
1,1,2.62846441497452,24.1,0,1132,32.3,56,0.727667719562203,0.04
0,1,2.75035096062539,152.5,1,1020,43.4,57,0.700973710612112,0.24
1,1,3.36931620932997,36.7,1,1296,4.5,78,0.884353276031313,0.44
1,1,2.45267127275802,68.8,0,1043,44.5,66,0.753469584675801,0.04
0,1,2.19172682813546,74,0,1094,2.8,34,0.539128223718126,0.04
0,1,2.78365121428241,77.4,0,1021,5.5,42,0.527156034132692,0.04
1,1,3.26527400530713,59.6,1,1274,32.8,72,0.829246809580138,0.44
1,1,2.94686101800721,47.1,0,1108,36.3,30,0.392214635915835,0.04
1,1,3.37611622286006,75.5,1,1024,51.2,53,0.636337760240529,0.3
0,1,2.88369872337281,89.8,0,971,49.4,50,0.531690238845247,0.04
1,1,2.98814961975751,102.1,0,1014,35.1,45,0.476911900737232,0.04
0,1,3.51524174361523,44,1,957,46.2,60,0.716657348705421,0.24
0,1,3.05286765296863,72.8,0,1055,2.9,43,0.509381985181327,0.04
1,0,3.15956550385052,37,0,1171,27.9,82,0.838038426526427,0.24
0,1,2.81813100138361,76.5,0,717,48.3,35,0.38904700029765,-0.02
0,1,4,56.6,0,1150,7.7,50,0.467205568127794,-0.02
0,1,3.64808868406209,51.6,0,987,10.1,47,0.479087384868519,-0.06
1,0,1.98143522732104,91.9,0,1112,8.9,42,0.624858984800633,0.04
0,1,2.96607128875829,83.7,1,1033,40.9,43,0.591769232022617,0.24
0,1,2.98999043083697,236,0,1111,20.6,17,0.204493703685168,0.04
0,1,3.47826664007646,206,0,1200,30.3,23,0.202696129709268,0.08
0,1,3.0194365575395,101.4,0,1305,33.3,47,0.513234811205844,0.14
0,1,2.44187484999384,194.9,0,1169,33.9,21,0.291590813382638,0.08
1,0,2.7453748009851,42.6,0,1226,55.4,63,0.724275138797956,0.08
1,1,2.76537413665289,99.2,1,1224,34.2,56,0.73415115845085,0.28
1,1,3.17433765447061,79,1,1318,56.2,62,0.741410740407187,0.4
1,0,3.15612299603279,153.4,0,1085,42.2,34,0.320522704156962,0.04
1,1,3.78835424904093,82.7,1,783,14.1,66,0.723833328164711,0.08
1,1,2.47552788897614,95.2,1,1314,35,78,0.887194753406912,0.5
1,0,2.43788590142555,79,0,1100,29.8,70,0.790190701771077,0.04
0,1,2.95450080267559,52.2,0,1004,7.2,43,0.537829619992902,0.04
1,1,2.34379907309758,73.3,0,894,31.6,39,0.524754605181699,-0.02
1,1,2.96630374930854,10.7,1,1063,7.4,57,0.837581517306616,0.24
1,1,3.03525584685214,101.3,1,1310,10.8,48,0.665431718848355,0.34
0,1,2.87693565554939,120,1,1109,62.9,52,0.644628139979752,0.3
1,1,2.60692954301565,19.2,1,1217,26.1,75,0.911538143859364,0.44
1,1,2.88713198439162,127.9,0,1287,49.9,39,0.416717541614573,0.08
0,1,2.44049991465001,74.1,0,1219,10.1,58,0.726863154297987,0.08
0,1,3.62797131683079,35.9,1,1196,7.8,86,0.900180724911667,0.34
1,1,2.79155279422787,132.6,1,1100,19,64,0.782247504035695,0.24
0,1,3.12332526550836,30.2,0,1169,18.2,50,0.617989657119611,0.08
1,1,2.99053479087333,50.2,0,1026,20.2,52,0.610833892400549,0.04
0,0,2.7178457763307,44,1,1150,63.7,58,0.767449805984589,0.34
1,1,3.14473343524088,97.5,1,1128,59.7,64,0.736155110143546,0.3
1,1,2.61710216258241,138.8,0,1205,14.1,33,0.422271446640426,0.08
1,1,2.65936043015059,94.3,0,928,23.5,49,0.5744384628157,0.04
1,1,2.62563677020851,91.4,0,1104,57.7,43,0.495176205259165,0.04
1,1,3.55243361128572,50.6,0,1080,45.4,42,0.411495968416503,0.04
0,1,2.56024864065802,192.6,0,1443,41.2,38,0.44199012446736,0.14
1,1,2.97527083450774,64.7,0,1410,43.2,40,0.476066639529101,0.14
1,1,3.11582260554819,127.3,1,991,11.5,63,0.750913346562594,0.24
1,1,2.95938509016834,135.6,1,1111,56.3,42,0.538012276988607,0.3
1,0,3.6220924883072,36.7,0,803,37,70,0.685571114851838,-0.12
0,1,2.86208964760252,184.8,0,1142,41.8,16,0.206610788176535,0.04
0,1,3.02511251227723,98,0,975,65,48,0.469364563005193,0.04
1,0,2.7980194593689,23.5,0,883,37.9,51,0.647815517533796,-0.02
0,0,2.92531037783755,152,1,1194,12.2,56,0.713286868272951,0.28
1,1,2.24959705790588,41.9,0,1204,22.7,39,0.603808043663918,0.08
0,0,2.4617858869605,24.7,0,974,92.4,55,0.673474103719359,0.04
1,0,2.78135040953248,69.3,0,1014,61.9,42,0.472682522249758,0.04
0,1,2.41949682057938,100.3,0,1129,41.2,40,0.506795219976968,0.04
1,1,4,57.4,1,951,26.6,87,0.857155356477154,0.3
1,1,3.59131230421128,98.1,1,1219,37.7,40,0.493509607943842,0.28
0,1,3.64460520209223,211.7,0,1140,27.2,7,0.108130593260667,-0.06
0,0,2.95751215655729,172.2,0,786,43.5,33,0.311143909567152,-0.02
1,1,3.95754833329553,81.3,0,1104,5.6,46,0.408493784298931,-0.06
