scholarship,completed,gpa,parental_income,first_generation,sat_score,distance_to_college,financial_need
0,0,2.07665180062423,77.4,0,994,44.9,36
1,1,2.73574713338719,92.1,1,1215,24.3,65
1,1,2.65111928945958,97.2,0,977,23.2,42
0,1,3.21850195042178,374.7,1,807,71.8,0
1,1,2.9098611190699,122.3,0,1120,54.2,33
0,1,3.44621091229842,66.5,1,761,38.6,64
1,1,2.59997209970418,78,0,981,0,52
1,1,2.66149948185992,22.6,1,1464,53.7,70
1,1,2.87330679977593,38.4,0,947,47,57
0,1,3.67886671502686,137.7,0,1060,57.7,10
0,1,2.80247681880821,70.4,1,1085,37.2,60
0,1,3.34984771214411,51.8,1,1273,35.1,68
1,1,3.45523262174407,118.5,0,1143,35.7,41
0,1,3.44197467754276,39,0,1109,33.4,63
1,1,2.72948875993268,144.9,0,1460,21.6,29
1,1,3.24046182275015,194,0,1205,48,12
0,1,2.22894390739265,64.3,1,1167,93.6,100
0,1,2.41087766331155,193.6,1,1378,10.5,34
1,1,3.12791203292193,236.8,1,1168,44.6,36
0,1,3.1431152751862,127.1,0,988,40.3,48
1,1,2.52867862483503,62.5,1,1126,11.6,56
1,1,2.90480537457091,59.4,1,1273,13.1,78
0,1,3.06151258612371,175.8,0,995,28.9,19
0,0,3.24316722637524,108.6,1,923,69.3,62
1,0,2.48738886265479,41.8,0,1383,44.9,56
1,1,2.69467175081205,91.2,0,985,0,50
1,1,2.59430171846339,200.1,1,1277,26.5,55
0,1,3.00556625930764,96.1,0,1072,25.8,41
0,1,2.83819283363309,314.6,0,1437,0.6,10
1,0,2.55552864132977,98,0,1514,22.6,43
0,1,2.78526895874045,82.5,0,1096,26.6,30
0,1,3.28403813404276,70.9,0,1198,35.4,58
1,0,2.92441032348064,53,1,1294,26.4,51
1,1,2.327230095422,22.5,0,1161,11.9,55
0,1,3.30233577979821,92.3,0,1120,32.6,48
0,1,3.23326302332376,170,0,840,26.8,41
1,1,2.54709375162535,59.7,1,1150,40.7,81
1,1,2.73217038378094,71.3,0,884,25.9,50
1,1,3.32056275475343,141.9,1,1058,41.3,77
1,1,3.27296688005966,75.1,0,1240,33.4,60
0,0,3.01826681643758,37.4,0,1121,59.3,66
1,0,2.73283873800339,35.6,0,1314,0,50
1,1,3.11235414744341,96.8,0,945,49.9,45
1,1,2.93499057636513,64.6,1,1236,44.6,79
1,1,2.77586250843693,33.8,1,1129,27.8,91
1,1,2.83673048153694,103.5,1,1134,0,68
1,1,2.27755757825752,103.5,0,987,64.8,47
1,1,3.05335540792891,35.2,0,1018,50.6,72
0,0,3.04723111822627,46.7,1,1180,43.6,69
0,1,2.82204207138373,198.4,1,923,1.1,21
1,1,2.64938378141335,93.2,1,846,0.9,55
1,1,2.37085313444118,49.1,1,1219,51.6,56
1,1,3.13223428631299,189.2,1,1054,47.5,37
1,1,2.64229610266797,102.3,1,1124,9.9,36
1,1,2.99435025448505,137.7,0,1270,36.7,23
0,0,2.32390197284819,58.4,0,1316,53.6,47
1,1,2.49477156607392,26.2,0,1257,22.1,52
1,1,2.88221353125409,30.9,0,1334,0,53
0,0,3.13496476721535,66.2,0,919,29.9,39
0,1,2.56401095032589,82,0,1314,34.9,71
1,0,3.13978348388357,64.8,0,969,25.5,70
1,1,2.57385982859443,187.3,1,1010,27.5,24
1,1,3.07128021945273,92.4,0,972,0,50
0,1,3.14374591521471,98.1,0,1413,31.1,31
1,1,4,173.7,1,1027,40,59
0,0,2.51260919366624,102.8,0,763,49.7,16
1,1,2.52401304508667,71.9,0,1063,43,64
0,1,3.1817876737146,52.3,0,844,39.5,54
0,1,2.54198263499672,239,0,918,8.8,20
1,1,2.687315132816,110.3,1,1207,44,56
1,1,2.71504983918443,50.9,1,1198,35.4,100
1,0,2.55900169030701,91.2,0,982,32.6,48
1,0,2.77132428614424,104.4,1,1123,26.8,49
1,1,3.17213809730002,180.3,0,1149,23.9,33
0,1,3.84748394808037,45.4,0,1209,19,49
0,1,2.88092443155943,35.9,1,1065,27.9,62
0,0,2.41353030138187,143.4,0,1367,2.6,26
1,1,3.26289174476994,87.1,0,1169,27.7,45
1,1,2.76066282960216,83.2,1,883,48.9,58
0,1,3.81074904647765,51.4,1,1236,5.8,50
1,0,2.92787693779216,134.8,1,851,10.2,66
0,0,2.96418526675923,150.2,1,1100,33.6,67
1,1,3.16497005837796,59.3,0,1149,22.5,55
1,1,3.11974317081604,52.3,1,1142,48.3,67
1,0,2.22332822910816,132.5,1,859,36,41
1,0,3.12677034878375,86.8,0,807,76.3,48
1,1,3.02814056601084,38.5,0,998,32.8,40
1,1,3.72613715481567,22,0,1177,54,55
0,0,2.66288032864204,165,1,945,1.3,52
1,1,3.29945350063246,86.2,0,1426,20.9,74
1,1,2.96825252900052,40,0,1189,50.2,61
1,1,3.47571287417637,28.5,1,1008,64,85
1,1,3.09213741165437,33.8,0,742,22.1,53
1,1,3.52249894764718,62.1,0,1078,74.4,41
1,1,2.83095759791554,148.1,1,1066,72.3,54
0,1,2.8049122813149,159.3,0,787,53.5,22
1,1,2.52936566092392,62,1,1251,0,50
1,1,3.83585762185179,163.8,1,942,32.7,44
1,1,3.18923720166317,69.8,1,1335,14.9,60
1,1,3.23915022731438,137.1,1,1233,27,48
1,0,2.71137292103155,84.3,0,932,27.7,30
1,1,2.60709566530609,21.8,1,896,31.9,82
0,1,3.57304585245039,114.5,0,1078,18.2,49
1,1,3.00910654026689,280.3,0,1259,0,8
1,1,3.13130054411789,132.1,0,1195,0,33
1,0,2.70973967325301,79.5,0,855,54,47
1,1,2.92538713887558,57.2,1,833,4.5,73
0,0,3.36768369711512,38.6,1,1324,45.5,56
1,1,2.70502169196507,24,1,1083,19.1,78
1,1,2.81709561016924,150.9,0,1020,6.6,13
0,1,3.88421416163248,148.1,1,1069,34.1,59
1,1,4,36.8,1,1122,0,62
0,0,2.88735963630468,146.8,0,1140,33.5,33
1,1,3.0481205363728,92.9,1,973,0,77
1,1,3.07739991383996,63.2,1,1076,6.8,72
1,1,2.99211610063832,34.3,0,1199,49.7,56
1,1,2.75662134573917,30.8,0,1207,34.2,65
0,1,2.69715421156004,181.2,1,968,24.8,37
0,1,4,69.1,0,1059,8.4,25
0,1,2.82063327393338,229.6,0,1222,34.4,4
1,1,2.8141218075051,82.6,0,1032,17.2,32
0,1,2.11405352983419,44.2,1,1408,0,52
0,0,2.75186081155258,242,1,1065,7.5,25
0,1,3.48012222145258,70.3,0,1225,18.6,34
1,0,2.96639134385109,27.3,0,1070,30.5,52
0,1,2.6589624420957,109.2,1,1110,36.6,60
1,0,3.270480786418,43.6,0,897,40.8,70
0,0,3.64003457325011,105,0,910,30.7,47
1,0,2.50202116670064,103,0,1139,60,40
0,1,2.6173132100225,142.4,0,1018,3,44
0,1,3.61713734885339,50.1,0,787,59.1,40
1,1,2.94697871446547,78.6,1,986,29.3,41
1,1,2.76690501119925,51.8,1,1229,40.1,79
0,1,3.55604629766592,75.6,0,1196,49.3,33
0,0,2.47316346116127,133,0,1283,21,42
0,1,3.47319148256771,47.3,0,1292,32.7,39
1,1,3.13654066523534,62.8,1,978,2.4,82
0,1,2.55795061301444,87.4,0,1054,49.7,50
1,1,2.48233809340603,76.1,0,1042,11,34
1,1,2.64929885878729,100.4,1,1314,62,50
0,1,3.08092042873072,44.7,0,886,29,44
1,1,3.13851742623384,72.8,1,1178,24.9,67
0,1,3.63722239377456,192.7,1,1322,9.6,25
1,1,2.32104468087355,179.6,1,1249,28.2,53
1,1,2.60081964708366,92,0,1397,0,45
1,1,2.69601515730008,37.6,0,1057,39.5,48
0,1,3.29689620879962,33.5,0,1010,0,50
1,1,2.63903526576386,29.2,0,900,42.7,47
1,1,3.836115765075,143.7,0,950,34.4,26
1,1,3.52638026627375,59.7,1,1284,26.1,63
0,1,2.92191392488814,117.6,0,1074,18.7,14
1,1,3.07601809608082,67.5,0,1153,11.7,45
0,0,2.3924732305364,135,0,975,17.6,33
1,1,3.77078459770996,38.4,0,1132,59.6,65
1,1,3.17021679553228,58,0,1110,28,56
0,1,3.46134169378649,48.5,0,1030,28.3,40
1,0,2.73780799361744,80.6,1,1189,65.7,68
1,1,2.89995949402466,97.7,1,1125,36.2,86
0,1,2.86567225729526,118.4,0,1187,6.4,29
0,1,2.76266321916397,57.5,0,1098,74,48
1,1,2.42648829677867,119.9,1,1234,33,43
1,1,2.39228447987258,19,1,1322,40.9,82
0,1,3.24488475390782,68.1,0,1075,26,45
0,1,3.09613717263041,47,0,885,41.1,60
1,1,2.90679822117827,473.3,1,1111,0,0
1,1,2.25141887495506,63.8,0,1263,50.5,57
0,1,3.14897472592787,109,1,1285,35.1,44
1,0,3.23528920033301,165.7,0,940,42.8,14
1,1,3.376644139908,185.1,1,1042,0,53
1,1,3.13892757180516,24.8,1,1127,0,88
0,1,3.18299695714928,89.4,0,1100,16.5,43
1,1,3.06403274747313,42.9,0,1352,40.2,66
1,1,2.6660865498847,25.3,1,885,41.3,68
1,1,3.1178943688258,55.3,0,1094,18.2,50
0,1,3.55075642637926,107.1,0,1174,0,30
1,1,3.51540355666275,89.4,1,1207,68.1,65
0,0,3.29977868141987,43.8,1,894,63.2,84
0,0,3.34237229859587,76.5,1,1336,55.5,72
1,1,3.27528359672619,75.9,0,1249,50.5,63
1,0,2.96410873204879,101.6,0,873,24.4,31
0,1,3.29884596753902,74.2,0,866,18.4,36
1,1,3.36012305472035,42.6,1,1166,26.2,84
1,1,3.33388728564448,99.2,0,1196,0,51
0,1,2.93084117269577,71.2,0,1243,24.2,35
1,1,4,39.7,1,859,22.9,67
1,1,3.27646488081449,19.4,0,1070,28.8,48
0,1,2.88867998582203,66.1,0,1105,24.6,45
1,1,2.14095481927164,133.2,0,1219,26.3,55
1,1,2.71881549160319,64.1,0,1054,52.3,59
0,1,3.32751617662757,210.8,1,845,42.4,33
1,0,2.29243262365602,47.9,0,818,19.6,70
0,1,3.20404954069365,152.8,1,1245,0,64
0,1,2.61503974025585,132.1,0,1273,36.1,27
1,1,3.16352765346301,146.1,1,1161,28,61
0,1,3.56928177540026,155.3,0,1001,0,24
1,0,2.74819479113256,91.7,0,1196,43.5,30
1,0,1.89855534730838,52.5,0,1277,46.4,43
0,1,2.91633505476311,233.5,0,971,16.7,34
0,1,4,118.7,1,1081,40.3,45
1,0,2.73058073302714,47.2,0,1055,61.7,63
0,1,2.39392230318438,67.7,0,1135,36.2,39
0,0,2.28686796844387,80.5,0,1220,65.7,38
1,1,2.33610574053893,111.4,0,1303,39.1,37
1,1,2.45182621517944,12.8,0,1192,25.5,76
0,1,3.20907541004045,57.5,1,1232,0,58
1,1,2.39392704207662,56.6,0,1192,44.6,47
0,1,3.46701262885108,44.1,0,822,3.9,35
1,1,3.09930777001359,44.7,0,1055,59.1,57
0,0,2.97123130474784,141.7,0,836,50.8,34
1,1,2.44453004393458,51.6,1,1109,15.1,78
1,1,3.08609331215516,48.3,0,1168,18.3,63
1,1,3.11180031038838,95.6,1,856,30.1,66
1,1,2.40131137670396,90.2,0,1109,31.4,56
1,1,2.7861491155315,23.5,1,1095,26,79
0,1,2.72028024085,123.9,0,1074,17.1,38
1,1,3.08404444864451,69.1,0,997,43.5,70
1,1,2.45063596470773,136.9,0,1124,14.5,38
1,1,3.08340636120802,95.7,0,1101,23.5,67
0,1,2.89196530368426,77.6,1,1000,51.8,63
1,1,2.15333918915258,42.1,0,1192,40.1,46
1,1,2.95045576021502,54.2,1,1431,37.3,61
1,1,2.2332017775738,42.9,0,1169,0,63
0,1,2.34806416152376,55.3,0,1223,10.6,41
0,1,3.1856719038214,113.3,0,983,38.5,22
0,0,2.8391025022763,61.7,0,1097,51.5,58
0,1,3.49852124413467,108.5,0,906,0,31
1,1,3.00949767106213,145.7,0,1418,26.7,53
1,1,3.23287693750303,45.4,0,1224,33.5,58
1,0,3.03522489497781,48.6,0,1105,22.3,68
1,0,3.14371952459075,104.4,0,1133,12.8,46
1,1,2.37179179157624,56.2,1,1128,21.2,78
0,1,3.85146583281765,145.8,0,1197,23.3,53
1,1,2.93062872844316,52.7,1,1439,7.6,49
1,1,3.25723288103463,25.4,0,1122,18.9,51
1,1,2.7355078491228,232.7,1,1221,21.4,34
0,1,2.23507321366823,118.7,0,883,33.8,40
1,0,2.88241414127858,60.2,0,915,26.8,60
1,0,2.20653530514742,56.8,0,1209,21.5,69
1,1,3.18114109434263,62,1,1260,57.8,96
0,1,3.4662965264649,39.1,0,888,50.1,45
0,1,4,55.5,0,1044,28.2,20
0,0,2.35759109483528,128.2,1,751,47.9,58
1,1,2.89264080288282,44.8,1,1060,22.8,76
1,1,2.89340742763549,100.8,0,922,28.3,46
0,0,3.75793709919689,39.2,1,1098,41.2,64
1,1,2.54383397567631,41.8,0,1114,48.9,54
0,1,2.99592714505505,151.9,0,1438,65.2,10
1,1,3.05633010284135,43.7,1,1207,44.1,67
0,0,3.76561929478774,40.4,1,1266,46.5,55
1,1,3.03420099618126,36.1,0,995,26.9,58
0,0,3.40638601307243,187,0,1007,44.9,34
1,1,3.00427448585352,111.3,1,933,9.5,44
1,1,2.71982381108596,76.7,1,1520,7.5,50
0,0,3.66044590501222,63.9,0,1211,5.2,55
0,1,3.05138984029027,84.7,0,1076,28.8,41
1,1,2.06641132496021,96.1,1,878,21.7,71
0,1,3.06578079377457,281.5,1,1045,21.6,11
0,0,2.22763681298879,127.4,0,1093,42.1,30
1,1,3.65157662406153,112.2,0,842,50.9,37
0,0,2.76115214219509,146.9,1,984,32,39
0,0,2.58363516208492,148.9,0,1092,7.3,25
1,1,3.76737554298554,182.9,1,1238,13.8,30
1,1,2.73267801589978,70.1,1,1013,36.9,78
0,1,2.88125154369908,50.5,0,696,43.1,51
1,1,2.6200917686831,121.6,0,1148,50.5,34
0,1,3.42333119658071,318.8,1,1247,20.5,0
1,1,3.22927941770207,49.3,0,1097,0.3,49
1,1,3.19641874657239,40.7,1,1024,30,69
1,1,2.88402533912472,61.3,1,1049,18.3,83
1,1,3.55506936818493,47.5,1,1027,37.4,74
0,1,2.94679232317452,209.9,1,1248,20.3,27
1,0,2.61440994095212,146,0,1100,23.9,34
1,1,2.61678254728508,205.1,1,1114,69.9,44
1,1,2.66659506549002,31.1,0,1195,49.4,59
1,1,3.43342082340321,68.4,0,1033,32.7,31
0,1,3.15759940393161,70.2,0,1136,50.8,34
1,1,2.45580099011082,40.8,0,1028,35.1,47
1,0,1.5,45.5,1,1236,0,61
0,0,2.08275392778438,127.1,0,989,45.1,42
1,1,2.90478167605113,200.2,1,1255,29.6,64
1,1,2.75664720374889,38.3,1,1013,30.2,72
1,1,3.40585875450075,75.7,0,1127,8.8,54
0,1,3.05831060790718,83.3,0,1289,18.8,41
0,1,2.91935903594956,127.9,0,1110,13.4,40
1,1,2.66543852755165,33.6,0,1222,22.4,62
1,1,2.75525314018989,28.4,1,1081,29.2,71
0,1,3.42538717973421,104.8,0,1119,9,52
0,1,3.60541590920676,41.1,0,1295,0,47
1,1,3.69726811957989,44.6,0,962,39.5,51
0,1,3.64166185758165,56.6,0,1066,2.7,72
1,1,3.01392796206403,83.7,0,1352,0,78
0,0,3.12530682310734,104,0,1072,29.5,23
1,1,2.8759353118551,33.4,0,1023,21.4,74
1,0,2.16148864344133,78.1,0,1229,42.6,51
1,1,2.87591650299881,73.5,0,855,38.6,36
0,0,3.05841291434916,61.5,0,955,40.4,67
0,1,3.29176217131688,248.8,0,1097,17.9,18
0,1,2.51876595955435,132.6,0,967,38.1,21
1,1,2.81115937915863,192.6,0,965,35,20
1,1,2.73270663223945,45.5,1,1192,38.5,86
1,1,3.52344319784482,82.8,1,1322,23.4,62
1,0,3.77239593122095,42.2,0,1022,4.8,56
0,1,2.62524735861801,198.3,1,1398,32.4,44
0,0,2.19196427900136,69.7,1,1240,0,57
0,1,4,289.1,0,1155,29.4,0
1,1,3.10640142580039,93.8,1,976,38.3,65
1,1,2.36381926080465,78.2,1,909,0,49
0,0,2.39664879925403,44.2,0,1286,28,38
1,1,3.1900166946402,94.2,1,871,4.3,74
1,1,3.61953370590006,142.7,1,1055,12.9,54
1,1,1.94417028239521,51.5,0,1183,35.1,56
1,1,3.44584830204385,89.9,0,987,58.7,68
1,1,3.66732977813221,59.8,1,1036,21.7,52
1,0,3.02703233719326,82,0,1066,52.1,38
1,1,3.27085608115608,126.7,0,984,0,31
1,0,2.69041060531772,145.1,0,1007,67.9,49
1,1,3.02607240374896,74.5,0,1118,27.2,46
1,1,3.54970520983911,231.2,1,1001,19.8,36
1,1,3.08429944922935,71.8,0,1083,23,45
0,0,2.73550727266051,93.2,0,1047,38.9,34
1,1,3.89332309759289,81.7,0,1112,41.3,38
1,1,2.78196349377238,149.5,0,987,23.5,37
0,0,2.12545008823547,105.4,1,1126,30.7,73
1,1,3.53830916137836,38.1,1,927,3.7,57
0,1,3.20806773794829,44.6,0,813,43.8,50
0,0,2.88414230248026,67.3,0,1128,0,36
1,0,2.74429330088301,47,0,863,37.3,59
1,1,3.15814072334118,41.8,0,1079,21.6,25
1,1,2.56713987802385,91.1,0,986,19.9,32
1,0,3.2522372581865,88.1,1,1145,46.3,65
0,1,3.64654519067996,48.8,0,986,16.2,42
0,0,2.81331976623287,158.7,0,810,19.9,21
1,1,2.79269854938369,57.2,1,1057,63.7,54
0,1,3.58987370265352,130.6,1,963,6.2,46
0,1,2.81629009142969,260,0,1058,21.1,0
0,1,2.67490432518858,97.9,0,916,43.8,35
1,0,2.09964733556714,128.7,0,1165,17.1,32
1,1,3.5151461611068,49.1,1,1075,0,49
1,1,3.3724276045207,23.5,1,1054,46,68
0,1,3.24238811726089,131.6,0,1202,9.9,41
1,1,3.33424654534837,75.3,1,1169,7.3,64
0,1,3.95411007246207,101,1,1100,13.6,44
0,1,3.10523336644012,90.5,0,861,24.1,35
1,1,3.00618252069574,47.8,1,1167,64.4,87
1,0,2.7799366018129,47.5,0,1189,12.8,60
0,1,3.21424245077963,96.3,0,979,36.2,34
1,1,2.64678822557588,136.1,1,1210,40.5,45
0,0,2.71697453633561,178.1,1,1206,0,38
1,1,3.89965778772323,36.2,1,1347,61.5,61
1,1,3.27924165541855,29.4,1,928,52.7,85
1,1,3.24333083818392,47.5,1,1236,51.2,66
1,1,2.6080484615154,113.6,0,1270,30.1,55
1,1,3.20163069281709,69.2,1,1053,13.4,79
1,1,3.04701053800053,110.7,1,797,15,50
1,0,2.51073818412559,92.1,0,910,42.6,42
0,1,3.05126267956071,60.3,0,1073,25.2,48
1,1,3.7299928700913,90.2,1,1243,17.7,65
1,1,2.02096921436197,101.4,0,1392,65.1,50
0,1,2.23531513163677,57.5,1,1160,57.3,59
0,1,3.06448206664333,103,0,1125,22.8,44
1,1,2.88002140071561,83.6,0,1196,15.9,63
1,1,2.56681441499949,42.6,0,934,12.2,55
1,0,3.23227422107275,146.4,0,959,53.3,38
1,1,2.57750103024899,42.5,0,1414,11.9,40
1,1,3.89540069410436,49.5,1,820,68.8,85
0,0,2.52077403614487,170,0,919,24.7,38
1,1,3.02015132237611,153.5,0,1548,16.3,28
1,1,3.39188805232271,40.5,0,1018,33.9,55
1,1,3.52153125801184,53.1,0,1318,34,52
1,1,2.99305365536695,79.6,0,1166,15.9,55
1,1,3.27027174018599,15.1,1,1048,0,81
1,1,3.15449819366289,72.8,1,1208,36,58
1,0,3.19254467579626,63.2,0,972,0,51
0,1,3.13476307021128,62.6,0,822,45.4,61
1,1,2.59854399661757,24.7,1,899,18.8,80
1,1,3.19591339468402,43.7,1,1068,44.4,90
0,1,2.16589401468507,73,0,862,18.5,50
1,1,2.36310332088157,78.3,1,1102,56.4,56
1,1,2.82112691752106,190.4,1,1051,45.8,64
0,1,3.55269687697116,95,0,1008,24,52
0,0,3.16352490997485,125.7,0,1134,29.6,20
0,0,2.63677152813889,107.6,1,1054,43.6,82
1,1,3.32766731425806,84.1,0,1046,23.5,37
1,1,3.44501403515381,132.8,1,1267,16.3,86
1,1,3.75325599259642,116.5,1,1205,8.4,56
0,1,3.27096260599226,51.5,0,947,16.5,38
0,1,3.04102317551141,118.6,0,1139,67.3,27
1,0,3.896494551425,65.7,0,1236,2.4,52
1,0,3.04700941966845,57.7,0,1166,52,40
1,1,3.01086264017723,77.3,0,1191,40.1,52
1,1,3.10182485139616,42,0,1363,21.3,53
1,1,2.84141366985865,133.3,0,809,28.5,39
0,1,2.73157964236189,63.3,1,794,6.2,55
0,1,3.52537943315336,182.9,0,1162,52.5,23
1,1,2.4158792152904,79.8,0,1039,7.4,43
1,1,2.79939737185339,89.2,0,1175,0,56
0,0,3.2477687138515,71.7,0,954,38.9,41
1,1,4,49.9,1,1007,39.2,94
1,0,2.74535292445087,93.2,1,1076,41.8,68
0,1,4,67.7,0,1133,34.1,47
1,1,1.99577591469511,133,0,909,34.3,39
1,1,2.80734090305474,79.2,1,1057,30.2,73
0,1,2.75540899956171,92.8,0,1377,0,31
0,0,2.78954093614185,53,0,887,23.4,58
1,1,3.09385990992758,85.7,1,1095,51.6,73
0,0,2.71316259236411,73,0,962,49.4,28
1,1,3.82377191513068,145.8,0,1251,0,52
0,1,3.25151632883815,91.9,0,929,31.1,53
0,1,2.57281111148615,108.8,0,1085,55.5,17
0,1,3.17330530748247,137.3,0,1197,49.1,4
0,1,4,49.4,0,1164,36.5,44
0,1,3.38351085305586,45.4,1,1067,27,52
0,1,2.14418775303883,86.3,0,1160,3.4,42
1,1,2.79739265578023,137.6,1,978,16.9,47
1,1,2.95052094868278,125.7,0,1171,32.4,25
1,1,3.13284121855776,34.1,0,1035,35,60
1,1,3.14611648159041,75.9,1,1028,20.8,79
0,1,3.92390248630192,337.1,0,1177,35.2,0
0,1,2.47611145481665,244,0,1210,23.1,12
1,0,3.42580677930732,82.2,0,1200,8.7,64
0,1,2.91313888215844,105.1,0,1089,5.9,58
1,1,2.23146055743923,79.2,1,1136,56.7,60
0,1,3.38328960434502,93.2,0,1232,10.5,41
0,0,2.32998798693697,137.8,0,975,54.2,49
1,1,2.83919458075293,29.5,1,1129,30.3,98
1,1,2.81719717974172,103.6,1,1152,17.2,71
0,1,2.10419100595866,27.8,0,1180,40.9,57
0,1,2.67758349425234,173.8,0,1019,33.6,27
0,1,2.89184421344344,147.7,0,1129,31.7,31
1,1,3.84411671865509,43.1,1,893,31,89
0,0,2.8717790325423,116.4,0,1067,44.1,45
0,1,2.70439305710916,119.1,0,1099,32.9,31
1,0,3.03059740677836,70.7,0,1188,45.7,65
1,0,3.18279257250451,68.1,1,985,48.6,67
1,1,3.05556862888648,84.7,0,1263,12.9,31
1,0,2.24813559614427,26.6,0,1210,20.2,61
0,1,2.79723373353473,258,0,1178,23.1,14
0,1,2.5588133936861,186.9,0,939,14.5,24
1,1,2.40738826276919,246.1,1,956,52.7,33
0,1,3.32635590684892,94.1,1,906,39.9,52
1,1,3.14201907569779,69.5,1,1112,12.2,59
1,0,2.35323696533186,83.8,1,1031,30.4,67
1,0,2.27952551984113,104.9,0,1033,32.3,55
1,1,3.33107254093594,26.6,1,1158,6.1,82
0,1,3.07489952262988,68.4,1,1024,24.7,65
0,1,3.04282380316282,96.9,0,991,39.4,51
0,0,2.49884892941195,219.3,1,1243,21.7,47
0,1,3.34738046311022,171.7,0,1168,28,34
0,1,2.83815315905892,92.3,1,1061,17.6,65
1,1,2.80658055153312,51.6,0,905,16.4,44
1,1,3.33360532094624,124.3,1,1066,18.5,66
1,1,2.69887859094061,68.7,1,1388,75.8,78
1,1,3.32748589540287,64.6,0,1309,61.3,38
0,1,2.76571039436526,88.2,1,1226,21.3,25
1,1,2.12422002102026,21.6,0,1060,31.9,52
1,1,3.26702079505257,50.2,1,1169,32.2,59
0,1,3.17390379551284,164.4,1,889,14.1,52
1,1,3.16490397523854,47,1,1016,16.2,68
1,1,2.72308038354757,43.4,0,897,0,40
0,0,3.23189881342253,60.7,0,1025,27.7,45
0,1,2.27979009857556,75.8,0,1016,46.5,47
1,1,3.38405445914572,60.6,0,992,48.5,65
1,1,3.57309700982785,78.4,1,848,0,47
1,1,4,144.7,1,1048,0,47
1,1,2.89718005620709,25.6,0,1025,50.6,60
1,0,1.89708163632981,106.1,0,1216,27.3,62
0,1,3.61834892938505,104.1,0,1159,27.3,49
1,1,2.86235339458831,100.3,1,794,60.3,67
1,1,3.22800941646797,122.1,0,1076,14.1,38
0,0,2.76099471058999,189.1,0,1205,22.4,33
1,1,2.60836606918724,146.5,1,1063,27.1,41
0,1,3.01284968389436,69.7,1,1265,26.8,62
1,1,2.75147079204666,62.9,0,1001,14.8,50
1,1,2.28246309755094,189,0,957,28.4,14
1,1,3.1338963190699,85.5,0,1051,1.2,36
1,0,2.22734012689955,42.5,0,1259,48.3,23
0,0,2.43628038544069,96.3,0,1052,27.6,38
0,1,3.20623596134303,106.3,0,1271,36.6,37
1,1,3.13865308405804,69.1,1,1192,37.7,67
1,1,2.33522855183227,85.3,0,1139,0,44
1,1,2.97468478293531,97.6,1,885,29.8,73
1,1,2.54353479666435,180.4,1,1122,34.3,33
1,1,3.13571867580109,50.5,0,1162,0,64
1,1,2.26222552696808,57.1,1,948,5.4,64
0,1,3.21046114400353,46.8,0,1111,56.1,39
1,1,2.77603330205126,37.8,0,1341,65,51
1,0,2.59265277094781,124.9,1,1168,39.4,54
0,1,3.52001440694559,153.2,0,1040,19.9,6
1,1,3.61240421468748,56,0,1011,20.3,58
1,1,2.45212028825693,63.6,0,1196,29.9,80
1,1,3.30857078368326,73.1,0,1202,55.3,80
0,1,2.26561943221432,210.8,1,1067,31.9,12
1,1,2.33285692841929,59.1,0,1031,27.4,48
1,1,2.69296645258146,96.7,0,1361,39.8,61
1,1,3.61336540391891,51.1,0,1276,0.9,48
0,1,2.60598035992499,50.6,0,1285,3.6,46
0,0,3.8361756736141,163.6,0,1015,26.7,37
1,1,2.28353386751792,93.9,0,1068,33.2,68
1,1,3.22356829815675,60.7,0,1217,19.2,34
1,1,3.24672748594639,48,0,1239,50.2,44
0,1,2.36020744951799,299.3,0,907,61.2,28
1,1,3.16408197445148,56.8,1,1294,49.2,66
0,1,3.42776806016249,117.3,0,934,38.7,31
0,1,3.09218185256906,235.4,1,933,29.7,27
0,1,3.20846477065288,83.9,0,1218,20.9,43
0,1,3.02545419858318,364.6,0,1109,33.5,0
0,1,2.14186636179269,76.8,0,1201,38.2,32
0,1,3.84536276134641,73.2,1,967,39.7,76
0,0,2.103677245794,108.3,1,1040,31.9,54
1,1,3.72053455765929,100.9,1,1046,13.7,62
0,0,1.54869665055079,211.2,0,1162,50.9,26
1,0,2.95885695465252,23.6,0,1145,29.2,63
0,1,2.77689887960112,142.5,0,1256,49.3,55
1,1,3.47639786766968,81.9,0,1153,0,49
1,1,2.79361898124411,125.5,1,898,24.7,58
1,1,2.95831233883623,38.7,1,1149,30.6,79
0,1,2.54691472958716,65.7,0,886,0,30
0,0,2.50291704801796,41.8,1,753,50.6,80
0,1,3.42153084433628,52.4,0,1163,47.5,30
1,1,3.09995324968844,112,1,1117,19.1,68
0,1,3.00425985160805,287.7,1,815,42.6,24
0,1,2.95553960957905,55.1,0,1158,23.2,70
1,1,3.01452763803339,30.3,1,995,27.6,83
0,1,3.44333824163342,69.2,0,1007,44.1,58
1,1,3.70579708728451,95.5,1,1245,21.6,66
1,0,2.98093946652764,130.9,1,1030,31.7,69
0,1,2.68271903671626,251.1,0,1164,31.8,3
0,1,3.71249491415832,168.4,0,1147,40.4,30
1,1,2.89392942708447,44,1,948,21.9,79
0,0,3.10359094146392,108.7,0,1102,29.1,27
0,1,3.4762445011571,26.8,0,1120,0,47
0,1,2.17967951769266,55.4,1,905,44.5,62
0,1,2.991989478664,57.6,0,1102,40.3,53
1,1,3.16548466716187,87.9,0,1230,47.9,42
1,1,3.20461498319239,58.3,0,1040,18.3,52
