training,earnings,age,education,prior_earnings,employment_history,urban,ps,tau_true
0,73.6122376344879,29,13,23.9,12,1,0.141649799610727,5.63064487834106
0,84.1729049328151,18,17,30.1,0,0,0.0920318607682374,5.30522198857073
0,32.883297142705,22,8,10.3,3,1,0.064549657132844,6.42691158717142
1,131.002983764276,58,16,166.4,44,0,0.98,2.04776356196673
0,66.283619854306,18,11,13.8,5,0,0.152551655943876,6.34522198857073
0,72.7017050563994,35,12,23.5,19,0,0.133031830730305,5.49961365145159
0,89.4461116790132,33,13,28,19,0,0.205115142324067,5.5752914734903
0,106.900537604484,32,17,61.3,13,0,0.425048448272746,5.15026647752179
0,90.7799828007111,26,14,83.7,3,1,0.741425348106323,5.34472171998271
1,107.999042888173,27,16,167.6,8,1,0.859202452598356,5.19048110212308
0,38.9545171837565,25,9,6.4,0,1,0.0403989379676049,6.24227443832449
1,92.3146202580965,32,15,177.6,16,0,0.651104077113905,5.18626647752179
0,67.5758220750277,31,10,20.3,8,1,0.154546472246938,6.09929290310849
0,111.974787510545,32,12,62.9,11,0,0.488015847674895,4.92626647752178
1,118.537777548478,52,15,65.8,38,0,0.98,3.32055178987957
0,89.1315723142067,34,13,22.1,14,1,0.218628297066274,5.5144285021965
0,50.0978856031355,36,10,16.4,19,1,0.175161152523124,6.07065978780913
0,85.455456729692,40,10,27.6,23,1,0.742157108914327,5.92567934733469
0,58.4729724303333,18,12,27.8,3,0,0.160534136553439,5.90922198857073
0,109.689270123441,31,14,46.6,12,0,0.413598716923458,5.16329290310849
1,105.295794049327,33,12,92.7,19,1,0.650311449354165,5.1752914734903
1,122.991850152871,48,15,67.7,34,1,0.98,3.89817883764127
1,78.8463398136556,49,10,12.2,33,1,0.957979855868204,4.88438691346617
1,115.065906733969,41,15,134,17,0,0.771883415760032,5.04730985288139
0,84.1499758648433,41,13,21,21,0,0.32334307571383,5.35130985288139
1,46.4527421651902,20,9,12.9,0,1,0.15558945877251,6.29147975370484
1,127.210893451364,41,16,122.7,22,1,0.956166108709292,4.92730985288139
0,62.7348586359398,32,11,13.4,14,1,0.0456906416191087,6.16226647752179
1,139.048359365613,53,14,119.1,35,1,0.98,3.4313949599551
0,70.0771212483063,28,11,21.6,5,0,0.116165304781641,6.07625018525816
1,114.778881115007,60,15,31.1,42,0,0.98,1.91333695208243
0,85.6227429641921,34,15,105.7,16,1,0.440612169798515,5.1224285021965
0,85.573236553685,38,13,33.5,25,0,0.602088922348142,4.95699568988439
0,85.989959120717,32,13,48.6,8,1,0.35931234021991,5.09026647752179
0,96.895546477435,33,15,43.6,14,1,0.47685298586842,5.1352914734903
0,68.5744078651531,37,11,22.3,23,0,0.400144957779526,6.0152603691244
1,118.877361094018,31,14,58.5,12,1,0.637814805150707,5.16329290310849
0,83.8729410511911,26,13,54,5,1,0.295908022070745,5.11672171998271
0,93.7896418286545,43,15,43.4,24,1,0.56687531793904,4.83333051564472
1,125.047506786002,33,15,81.8,19,0,0.876456540007273,5.1752914734903
1,114.490258544866,36,14,67.5,15,1,0.650748387132198,5.08665978780913
0,67.815894497082,26,14,47.4,6,1,0.05882057615346,5.15272171998271
0,55.1033706338365,21,12,36.2,4,1,0.120008870973443,5.5056269362685
1,67.3793096090255,30,9,14.7,14,0,0.061605794410533,6.2341868505573
0,61.8747471023034,46,11,7.3,27,0,0.476306747028863,5.33657145488703
0,98.6887647231425,34,16,41.7,14,1,0.134546947716609,5.1144285021965
0,64.6892713391994,27,9,20.9,7,0,0.0365270985583167,6.15848110212308
0,109.87388675179,37,14,46.4,18,1,0.541397204617,5.0552603691244
1,85.9334232966574,37,11,28.8,22,1,0.498457431977869,6.0232603691244
0,91.0936487019287,36,14,47.5,17,0,0.159739446486475,5.07865978780913
0,57.1544855917966,37,12,10.2,15,1,0.057602302847237,5.4792603691244
0,90.2634385661948,35,11,26.3,17,1,0.45269715733931,6.09961365145159
0,88.1227031480923,36,16,36.7,18,1,0.200123506283392,5.07465978780913
0,113.964600119304,29,15,43,9,1,0.644123978002878,5.15864487834106
1,77.7227868427538,49,17,308.9,27,1,0.98,4.02038691346617
0,86.0672929379786,30,13,33.3,16,1,0.271759826804385,5.2741868505573
0,104.835064052958,37,15,55.2,20,0,0.521590196067968,5.0392603691244
1,144.740894250735,48,14,191.6,27,1,0.98,4.06217883764127
1,69.7188725182877,41,15,314.3,27,1,0.98,4.60730985288139
1,-558.90984921584,43,18,688.9,19,0,0.98,4.79333051564472
1,102.047333556788,36,14,48.9,18,1,0.513920461791515,5.07465978780913
0,82.9468118940665,26,14,63.5,12,0,0.193556572886847,5.36872171998271
1,124.903181098385,59,15,53.1,40,0,0.98,2.26711552858427
1,106.251158160445,39,12,149.3,17,1,0.909816919243238,4.84734143206928
0,104.603175345158,36,14,54.5,14,1,0.488782370540725,5.09065978780913
1,139.940162899755,54,15,134.6,35,0,0.98,3.13236844867423
0,46.7885667359213,25,9,13,7,0,0.0442751104214361,6.22227443832449
1,122.016485436283,43,14,65.5,26,1,0.939851999823278,4.76933051564472
0,56.8415131449307,36,8,15.1,18,0,0.123210480978565,6.07465978780913
0,95.7737371508841,26,11,80.9,7,0,0.262070778785139,5.58872171998271
1,106.615730104395,45,14,80,24,0,0.538702320852181,4.49075328034878
0,74.5556536039265,32,10,23.6,14,0,0.146878135533011,6.16226647752179
0,46.0201289990372,26,12,7.6,7,1,0.02,5.58872171998271
0,71.6418093697451,24,15,134,4,1,0.74372780463022,5.42637417762586
1,99.7290339403238,30,14,101.4,9,1,0.72264108159408,5.1341868505573
0,69.439929762146,22,13,25.8,7,1,0.188257037372936,5.73491158717142
1,105.450945030348,32,11,86.5,12,1,0.577956853416738,5.53826647752178
1,85.4771197845565,22,13,21.1,3,1,0.366873782864371,5.82691158717142
1,114.167142868192,46,18,194.5,28,1,0.98,4.29257145488703
0,67.3678151411978,32,14,15.7,20,0,0.0442504488040391,5.63426647752179
1,107.669354647823,50,8,84.8,34,0,0.98,4.15457945846835
1,117.799878604508,52,12,83.1,30,1,0.975812037910219,3.86455178987957
1,105.444089107355,33,14,165.1,8,1,0.896697028921533,4.8872914734903
0,100.693025686845,47,12,55.9,29,0,0.912075521316469,4.20465216851173
1,103.962472321752,32,15,114,17,1,0.764276865577069,5.19826647752179
1,123.917793775063,37,15,134.9,18,0,0.890849324468113,4.8552603691244
1,116.473777545225,39,16,62.4,18,0,0.480292848318678,5.03134143206928
0,77.9355761036744,26,13,45.3,10,0,0.0862873410010066,5.29672171998271
0,86.779859300417,47,13,13.1,30,1,0.783409715501496,4.55665216851173
0,75.0476578324385,39,14,27.8,19,1,0.221005650352687,5.41534143206928
0,65.9586578654986,26,12,15,7,1,0.0689359255399941,5.58872171998271
0,72.5869031662353,27,14,20.9,9,1,0.12106714579203,5.62248110212308
0,132.820359902618,52,15,67.8,38,0,0.98,3.32055178987957
0,69.1734659344394,29,12,17.3,11,1,0.134597341099995,5.60664487834106
1,87.2110507634576,39,16,24.5,22,0,0.0627971556446905,5.36734143206928
1,130.538874576753,36,18,149.2,21,0,0.792337660492814,5.06265978780913
0,70.5539299671426,31,15,18.3,11,0,0.0221494650312024,5.54729290310849
1,21.9190492778298,41,13,271.6,18,0,0.75682537575941,4.82330985288139
1,70.8149531318616,45,10,23.2,24,1,0.372312419127835,5.49075328034878
1,138.983489703277,38,15,130.4,25,0,0.972042571075952,4.95699568988439
0,66.8878511976354,32,12,11.6,13,0,0.0360677652014981,5.55026647752179
0,55.5965355097207,30,13,14.1,14,0,0.0401202960369577,5.6341868505573
1,113.58807597262,30,17,110.3,16,1,0.494900364291926,5.2741868505573
0,95.0816473809814,35,16,92.4,22,0,0.551236938794732,5.09961365145159
0,54.9306549989834,18,12,28.4,0,1,0.255524727742608,5.70522198857073
0,90.2472314964451,32,14,120,18,1,0.757243635011438,5.21026647752179
0,60.7650326998771,35,11,26.3,12,1,0.14805065385141,6.09961365145159
1,116.63974364818,18,17,64.4,0,1,0.925347315215847,5.30522198857073
1,84.7978787173945,29,12,40.5,13,1,0.242276650953992,5.25464487834106
0,83.6526772681148,18,14,42.9,8,0,0.150423790934619,5.54922198857073
0,58.4304886270872,42,16,242.8,18,0,0.801259023744407,5.02346628439086
1,78.5329411491558,29,10,28.1,13,1,0.190321365408752,6.25464487834106
0,78.3847246358639,40,13,11.2,25,1,0.143183785237753,5.28567934733469
1,112.182610997559,35,15,65.9,19,0,0.488682261516063,5.09961365145159
1,103.888506018287,43,13,177.5,33,0,0.98,4.34533051564472
0,79.9949010092161,31,15,13.5,14,0,0.02,5.59529290310849
0,88.9619484986872,39,12,16.3,23,1,0.691090099774295,5.35134143206928
1,106.359357402136,39,13,33.9,22,0,0.721217228046121,4.96734143206928
0,69.65736848626,23,11,27,4,1,0.299327700275358,6.45220396668599
0,96.681836394792,34,12,48.6,13,0,0.363999332044885,5.1104285021965
0,42.3985108478251,23,13,7.8,0,1,0.0902072759622936,5.66020396668599
1,131.730489768039,43,14,63.4,20,1,0.928871375148935,4.96133051564472
0,93.3751183932597,43,13,20.2,24,1,0.694617384312842,5.23333051564472
1,83.9552613281789,40,11,23.1,23,0,0.55647935480762,5.92567934733469
0,96.2329881806809,39,13,75,21,1,0.842251232783859,4.98334143206928
1,138.246063630426,44,17,86.5,28,1,0.973206058252142,4.66804962660221
0,46.7833427494958,32,12,7.3,12,0,0.0344456184732381,5.53826647752179
1,90.3012195377716,58,18,262.1,38,1,0.98,2.59976356196673
0,63.6245788721811,33,11,15.8,12,1,0.161284134100351,6.1192914734903
0,72.2101541747318,30,15,37.3,15,1,0.0978990419281012,5.2541868505573
1,73.0041572976891,38,9,16.6,20,1,0.387580743921954,6.01699568988439
0,64.9738936426923,27,13,22.6,6,0,0.0461719862297121,5.52648110212308
0,125.671739548888,24,16,48,5,0,0.681215022234868,5.17037417762586
1,122.519474296202,47,12,92.5,30,0,0.98,3.95665216851173
0,63.3470555101983,20,13,30.3,7,0,0.101852407005012,5.41147975370484
1,72.4732396557257,33,10,17.3,20,1,0.271568938371512,6.1832914734903
1,139.108702601107,47,17,102.8,26,1,0.979015086890087,4.34865216851173
1,94.5899636245759,18,12,50.1,0,1,0.73740750461883,5.30522198857073
0,66.3916860615949,32,12,19.2,12,1,0.182773228021634,5.53826647752179
1,145.941334945235,58,16,208.4,41,1,0.98,2.12376356196673
1,113.504436662312,27,14,145.9,13,1,0.865729194279931,5.15048110212308
1,99.5741755371806,37,12,106.4,22,1,0.851584718196933,5.0232603691244
0,64.8548000292106,33,11,24.4,17,0,0.0848121108672753,6.1592914734903
1,101.042555802653,40,13,27.6,25,1,0.807550625623776,5.28567934733469
1,128.981801920881,30,16,94.9,13,1,0.733522937840923,5.2141868505573
1,126.155196536186,45,16,50.9,28,1,0.925340083247336,4.33075328034878
0,86.5514452363194,35,15,40.4,19,0,0.297287404207573,5.09961365145159
0,86.415916731685,18,15,28,0,1,0.472118511927628,5.70522198857073
0,64.7222016173326,28,13,39.4,10,0,0.0544904422909011,5.21625018525816
1,92.4871844323588,23,15,43.1,1,1,0.463630243898975,5.30820396668599
1,81.1202286115539,58,10,9.7,39,0,0.976619945612664,3.50776356196673
1,133.585898606333,45,16,114,30,1,0.98,4.25075328034878
1,143.559757182302,46,17,112.5,29,0,0.98,4.24857145488703
0,76.2092379850736,35,13,25.7,20,1,0.348271122494492,5.49961365145159
1,104.277184330648,36,14,87.5,25,1,0.914936534401898,5.04665978780913
1,115.437200835,24,13,53.1,7,1,0.712230703612448,5.05837417762586
0,79.060604824391,37,14,34.5,17,1,0.22887872106655,5.0632603691244
1,136.372551445534,46,15,146.7,28,1,0.98,4.09257145488703
0,89.9803120972585,29,13,40.5,11,0,0.147882311978036,5.20664487834106
1,100.564552077384,18,12,43.3,4,1,0.67455027152123,5.57722198857073
1,122.408371986234,39,16,70.3,19,0,0.569746490284044,5.01534143206928
0,101.770016438877,26,19,69.5,12,1,0.0581456424790225,5.36872171998271
1,150.291584582799,37,14,77.4,17,0,0.908729631650676,4.8632603691244
0,75.347723547324,38,15,58.9,15,0,0.0739569588303797,5.07699568988439
0,98.0721097556338,33,18,47.8,16,0,0.0401220929064998,5.1512914734903
0,84.6569310374346,42,14,12.9,25,1,0.148900679706577,5.22746628439086
1,118.960613215905,43,15,39.8,30,1,0.967143600378263,4.64133051564472
0,46.5405881263829,27,11,10.1,8,1,0.046634124463174,6.19048110212308
0,56.2207179614657,33,11,7.2,20,1,0.161335518977519,6.1832914734903
0,54.5043074263745,20,10,17.1,2,0,0.0564023358018846,6.41147975370484
0,56.3925597029265,38,12,11.5,19,1,0.0346517973768823,5.42899568988439
1,95.6264873739225,31,11,82.8,17,0,0.410876738975866,5.64329290310849
0,85.4286721342588,27,13,34.1,11,1,0.299670622905974,5.28648110212308
0,69.4257636257174,32,13,15.2,15,0,0.02,5.57426647752179
1,111.065005035187,26,15,44.8,2,0,0.55506218231063,5.30872171998271
0,49.5182100205601,34,10,8.6,13,1,0.0419179480391409,6.1104285021965
0,64.319467853028,42,8,20.5,22,0,0.301070973096602,5.91146628439086
1,93.964794017568,32,10,23.6,16,1,0.413169730172857,5.98626647752179
1,117.662202588266,37,17,55.8,16,1,0.267265863520586,5.0712603691244
1,125.26209141646,36,17,127.3,25,1,0.98,5.04665978780913
1,129.74383177116,47,14,94.8,30,1,0.98,4.15665216851173
0,77.5109891857433,25,13,36,7,1,0.225424955333716,5.22227443832449
0,33.7257798674647,31,9,13.6,8,1,0.0524079585770063,6.09929290310849
0,48.9554698685894,18,12,10,0,1,0.0991320317594566,5.70522198857073
0,77.4474982143988,31,10,36.1,16,0,0.0956412809114502,5.82729290310849
1,156.481527163628,54,14,46.9,39,1,0.98,3.02836844867423
0,82.0955058734454,29,13,21.4,13,1,0.120829606892745,5.65464487834106
0,68.3672267344936,38,11,21.6,18,1,0.183138649221762,6.04099568988439
0,91.483911270536,49,11,33,27,1,0.778391433661205,4.82038691346617
1,113.125720149787,38,13,67.4,18,1,0.802145369988936,5.04099568988439
0,106.614059452486,36,13,31.7,23,0,0.685298984931202,5.05465978780913
1,118.41243294818,41,13,84.9,18,0,0.73201509940383,5.02330985288139
0,77.923242761376,38,11,39.1,18,1,0.347989245995678,5.64099568988439
0,89.4045909435322,29,13,38.2,13,0,0.19315466583268,5.25464487834106
0,85.5644117212107,39,13,27.2,19,1,0.25492564139852,5.41534143206928
0,109.943477591967,39,18,137.8,24,1,0.744065321167236,4.93534143206928
1,130.031615078169,40,13,91,20,1,0.954181087885298,4.78567934733469
1,146.372298561188,46,17,94.3,25,1,0.94224377514452,4.42457145488703
1,100.952887648232,24,12,60,2,1,0.74263939966508,5.13837417762586
0,52.8961198390434,32,11,11.8,7,0,0.0452550704204476,6.07826647752179
1,105.046631212692,30,16,87.2,15,1,0.628235538518995,5.2541868505573
1,77.2134149850768,35,14,39.1,17,1,0.161731547687433,5.09961365145159
1,115.85605320935,48,12,37.9,27,1,0.874349905905583,4.26217883764127
1,97.5567467758979,24,10,27,5,1,0.266091757222723,6.17037417762586
0,115.007195758707,39,17,49,18,0,0.371773011433132,5.03134143206928
1,69.706135828143,40,16,239.5,23,0,0.961512822433124,4.92567934733469
0,55.1778755051449,25,12,68.5,4,1,0.216957352340795,5.40227443832449
1,93.5371058864701,39,12,46.3,19,1,0.54882843595272,5.01534143206928
1,99.4109154391667,37,15,45.9,23,1,0.532824354777934,5.0152603691244
1,81.8048384714381,18,12,27.8,2,1,0.486084580972503,5.84122198857073
1,131.552700620323,49,13,44.7,30,1,0.979278810895695,4.05238691346617
0,46.9339009362187,31,12,18,14,0,0.0258658083087471,5.59529290310849
1,115.586538570751,27,12,101.2,5,0,0.568377962939705,4.89448110212308
0,101.356974355707,29,11,61.2,12,1,0.470990464586198,5.63064487834106
0,50.3329900494211,32,9,12.9,14,0,0.0229909171560075,6.16226647752179
1,71.0979838482326,18,11,11,0,1,0.334234768602861,6.30522198857073
1,119.642402350234,42,12,72.9,26,0,0.924706430289585,4.79946628439086
0,58.3323745059392,30,10,9.9,11,0,0.0619015192736731,6.1741868505573
0,102.417913972947,43,15,39.1,28,1,0.822882959308584,4.70533051564472
0,92.1967933412788,28,13,60.9,13,1,0.447240187401602,5.30025018525816
1,138.755571272001,41,14,73.3,20,0,0.902364965794913,4.77530985288139
1,132.118931417177,51,14,138.4,33,1,0.98,3.74014134546302
1,85.2096376945812,42,13,30.7,23,1,0.491942993931277,4.88346628439086
1,92.9122928107108,50,11,40.3,30,1,0.882414019445779,4.59457945846835
0,87.241310100058,23,11,58.8,2,1,0.416367462825828,5.95620396668599
1,108.942308874369,41,15,85,25,1,0.891755727410638,4.85530985288139
1,72.0386882832796,25,9,37.3,8,1,0.119762202393294,5.86227443832449
0,95.1876320834187,34,12,42.2,13,1,0.406442132434544,5.1104285021965
0,75.4115932780871,36,15,45.4,15,1,0.140205883751932,5.08665978780913
0,74.0805782232414,22,14,51.8,5,1,0.284031219354784,5.23091158717142
0,72.9900501417026,32,8,41,7,0,0.0645894753123845,5.47826647752179
0,69.1982389307681,37,10,14.6,23,1,0.348831759592632,6.0152603691244
1,102.862565404064,53,15,27.9,36,0,0.943256840063413,3.7593949599551
1,76.2920648694196,45,9,21,27,0,0.684688099468349,5.37075328034878
0,99.102238778157,34,16,40.5,16,1,0.289119984769853,5.1224285021965
0,72.981314034945,36,13,51.9,17,0,0.212342540711142,5.07865978780913
1,105.985742846311,30,15,48.6,11,0,0.191843833664543,5.1741868505573
1,105.548173199798,40,11,104.2,21,1,0.869084522773241,5.36567934733469
1,118.37302985292,53,14,88.6,33,1,0.98,3.5753949599551
1,153.09516812398,28,15,106.1,18,1,0.964572198408586,5.24025018525816
1,73.1967460982176,44,9,25.4,28,1,0.889231753537139,5.66804962660221
0,101.827700729293,25,10,38.6,8,1,0.32787136506057,5.66227443832449
1,77.905402304644,28,10,18.1,7,1,0.126969993858843,6.13225018525816
1,81.6935402470502,50,9,16.5,32,1,0.954738893516562,4.87457945846835
0,74.8213709484049,26,12,30.2,10,0,0.151693415706502,5.29672171998271
0,84.3256799831589,35,11,29.9,17,1,0.365002803178388,6.09961365145159
1,91.0342309099967,42,9,20.2,25,1,0.81340735162002,5.82746628439086
0,70.1554615091506,25,13,6.7,5,0,0.0310466529424071,5.54227443832449
0,85.8889253867327,41,13,44.2,20,0,0.324731160754851,4.97530985288139
0,37.7008144074248,40,8,8.7,16,0,0.0482878779470083,6.06567934733469
0,61.6903182307871,30,12,37.5,9,1,0.134785792082148,5.1341868505573
1,143.969614450318,50,18,87.6,26,1,0.733964995552637,4.23457945846835
0,80.4759898841965,24,15,40,11,0,0.0998876536545803,5.43437417762586
1,94.7612440175257,28,13,42.7,12,1,0.464659907381208,5.27225018525816
1,90.0913727671834,44,18,270.7,24,1,0.98,4.81204962660221
0,49.7535363611901,28,8,25.3,10,1,0.0612780624264975,6.21625018525816
0,84.198860176222,38,11,31.5,20,0,0.523755976953747,5.61699568988439
1,106.314275709209,51,8,25.5,35,1,0.98,4.61214134546302
0,75.6404427299569,31,11,14.3,19,0,0.12205025422938,6.27529290310849
1,100.557403133288,29,13,85.5,12,0,0.498621829657669,5.03064487834106
0,112.986042759341,32,16,42,17,1,0.484822557286404,5.19826647752179
1,115.877483811375,28,15,103.1,12,0,0.62214044391403,5.27225018525816
1,120.073188790321,41,16,98.3,28,0,0.968658357031909,4.78330985288139
0,63.9380395666542,35,14,19.4,23,1,0.128928042926567,5.49961365145159
0,49.2724888719549,28,10,9,10,0,0.0293103182160811,6.21625018525816
1,107.051921911187,18,13,64,0,1,0.894476135129583,5.30522198857073
1,118.346191571974,47,18,162.2,32,0,0.98,4.06065216851173
1,140.418635646206,32,11,73.5,16,1,0.799341048753542,5.58626647752178
0,71.1424992852836,18,12,19.5,4,1,0.292730718155619,5.97722198857073
1,86.8954256190507,43,10,46.5,28,1,0.940337419231451,5.30533051564472
0,73.8500606667707,42,14,13.3,21,1,0.127890176437902,5.33946628439086
0,67.9522582246316,27,15,17.8,10,1,0.02,5.65448110212308
1,141.893363266122,37,13,81.2,20,1,0.95558185120925,4.8392603691244
0,96.6177673457448,40,14,42.2,20,1,0.565340229294686,4.98567934733469
1,117.426033560454,46,13,98.4,30,0,0.98,4.20457145488703
0,75.8530579321394,27,14,45.5,10,0,0.0427886355796775,5.25448110212308
1,116.793500596493,45,15,56.1,25,1,0.711200857790377,4.45075328034878
1,92.9632760899392,36,12,45,20,1,0.582933243906861,5.06665978780913
0,91.2632507694907,24,11,52.3,8,1,0.334225759665499,5.90237417762586
1,154.380470325658,33,13,115.4,15,1,0.956748979144626,4.9432914734903
1,148.118515388368,52,17,180,36,1,0.98,3.45655178987957
0,54.8155216724434,30,11,23.6,10,0,0.0409721961622335,6.1541868505573
0,61.9492546916696,40,13,10.1,21,1,0.124139074200162,5.36567934733469
0,86.2731712025892,27,13,23.4,11,0,0.0778263838815149,5.68648110212308
0,94.4675797273662,30,10,46.3,13,1,0.358426510328527,5.6141868505573
0,48.2652963886644,30,10,11.9,14,0,0.0535935333499779,6.2341868505573
0,88.0052815324384,31,13,27,14,1,0.31631388363435,5.59529290310849
1,94.3229622114771,31,12,62,7,0,0.382635267675575,4.88329290310849
0,86.4950691591731,29,14,31.7,13,1,0.316401513440475,5.25464487834106
1,121.492212677131,38,14,124.7,23,1,0.969091402909481,4.98099568988439
0,49.4990585531559,27,10,21.4,8,1,0.0685799872075138,6.19048110212308
0,87.388551378146,47,15,59.8,24,0,0.228725218395535,4.44465216851173
1,105.673377516198,38,15,41.5,27,0,0.760973940047417,4.93299568988439
0,72.5119282980959,33,13,28.2,15,1,0.138102161027163,5.5432914734903
0,52.5761189131605,27,10,14,13,0,0.0432176253285126,6.35048110212308
0,45.2528851451197,28,12,31.7,4,1,0.0815466488690826,5.34825018525816
1,102.23741081562,43,15,38.6,25,1,0.548803976152509,4.80133051564472
0,69.24033382157,37,14,30.4,15,1,0.0867725682152103,5.0792603691244
1,100.834107027682,39,14,45.7,26,1,0.878867393732499,4.90334143206928
0,72.9547171478231,45,14,36.8,27,0,0.25876678256474,4.37075328034878
0,19.4263353140538,22,9,3.4,1,1,0.0306353777182266,6.32291158717142
0,65.9521417958388,39,11,17.3,20,1,0.381020571541073,5.99934143206928
1,106.747422075069,38,14,39.4,25,0,0.784708573177672,4.95699568988439
0,56.8070607097531,19,15,21.9,0,0,0.0235644389323087,5.69961735197886
1,100.15798398781,32,15,41.4,14,1,0.199439925138051,5.16226647752179
1,66.1171630738286,51,11,8.5,34,0,0.853593001542436,4.67614134546302
0,44.4648761055189,30,11,9.7,11,0,0.02,6.1741868505573
0,82.1885064435416,28,13,55.1,12,1,0.227037433441223,5.27225018525816
0,90.1233089013737,33,11,54.6,16,1,0.403778974941687,5.7512914734903
0,89.1536380564259,43,15,22,27,0,0.158075485429362,5.13733051564472
1,118.941068552264,36,13,83.4,18,0,0.76384032107814,4.87465978780913
0,76.6289108564819,31,12,42.3,15,1,0.21115241974106,5.21129290310849
0,97.8533699575107,37,12,43.3,17,1,0.602813102884919,5.0632603691244
0,47.0901474687538,19,9,10.3,4,1,0.106588707675088,6.55561735197886
1,134.961234063167,44,13,49.4,30,1,0.98,4.59604962660221
1,89.0859926411673,41,11,34,20,0,0.473824351142377,5.57530985288139
0,109.61140734122,27,17,118.7,10,0,0.571580359032104,5.25448110212308
1,79.35796106027,36,13,28.8,18,0,0.12341979417644,5.47465978780913
1,117.479167168137,32,15,78.7,16,0,0.666580064342811,5.18626647752179
1,125.90769563866,28,13,90,11,1,0.752379041311325,5.04425018525816
0,100.532928754103,40,13,51.8,22,1,0.822291335121904,4.94567934733469
1,102.510437389174,39,13,32.2,22,1,0.748379948812358,4.96734143206928
1,108.596048304525,52,15,72,32,0,0.948431349385429,3.72855178987957
1,103.558415528707,31,15,71.4,13,1,0.5211132142487,5.17929290310849
1,149.551396587772,48,17,103.6,31,1,0.98,4.05417883764127
0,74.9029375735611,36,9,12.3,16,1,0.202912156112661,6.08265978780913
0,81.0618514426745,36,13,22.1,24,1,0.411713863718143,5.45065978780913
0,94.9279888340708,41,11,30.8,19,0,0.520703973372094,5.59930985288139
0,82.9024356201635,31,15,22.7,14,0,0.108212943017443,5.59529290310849
0,70.9800086810602,19,15,44,1,1,0.304500227407418,5.36361735197886
1,130.437775375871,26,11,56.3,12,1,0.721797012799484,5.76872171998271
0,83.0757704413147,42,14,27.8,23,1,0.460733749580809,5.28346628439086
1,90.9097393066127,40,13,31.3,24,1,0.736186097322212,4.90567934733469
0,82.2817834652126,25,11,45.4,5,1,0.238491325581785,5.74227443832449
0,69.1615921370648,30,12,53.6,12,1,0.121461892998346,5.1941868505573
0,65.6850621555432,32,12,36.3,12,1,0.108309088170428,5.13826647752179
0,106.412963381971,33,11,44.7,14,0,0.369407405246578,5.5352914734903
0,103.747188941388,32,15,97.2,10,1,0.575815913918573,5.11426647752179
0,54.7788503926099,34,10,5.1,11,0,0.023748800556469,6.1024285021965
1,116.877988552552,52,13,40.5,35,0,0.974045586604531,3.52455178987957
1,101.641839696403,31,14,36,16,0,0.260824402481969,5.22729290310849
0,101.054825977159,33,16,80.1,14,0,0.28817682714279,5.1352914734903
0,124.186043217886,31,13,99.2,14,0,0.556102974056235,4.99529290310849
1,97.8456698536348,31,15,70.8,16,1,0.305178013043885,5.22729290310849
0,75.0940994041634,27,18,14.6,5,0,0.02,5.49448110212308
0,95.0794033610042,39,17,28.3,23,1,0.296338554907428,5.35134143206928
0,113.464663242153,51,15,45.7,32,1,0.838935076093457,3.80414134546302
1,99.6267163344899,40,12,52.7,21,1,0.793660087379549,4.96567934733469
1,93.4955239539392,30,14,55.6,14,1,0.467137674687777,5.2341868505573
0,37.0677288959661,25,10,17.9,7,1,0.0326814346980384,6.22227443832449
1,65.7895560200671,32,12,20.9,19,1,0.129383837453629,5.62226647752179
0,61.6714519933636,32,12,51.8,9,1,0.0758930652581071,5.10226647752178
0,75.2046445623547,33,14,56.3,11,0,0.0702779826251095,5.1112914734903
0,57.1114789584488,32,9,9.4,10,1,0.051480046371765,6.11426647752179
1,102.498378320783,28,12,33,18,0,0.498846751703067,5.44025018525816
1,156.557597476201,59,12,99,40,0,0.98,2.06711552858427
0,90.609996814803,21,17,32.1,2,1,0.391154132424347,5.3936269362685
1,120.205509607832,43,14,160.4,30,0,0.98,4.44133051564472
0,124.974737537644,40,12,116.8,21,1,0.967691533477944,4.76567934733469
1,142.180780283914,43,14,85.9,24,1,0.98,4.63333051564472
0,54.887803757788,31,9,25,10,1,0.100894403985697,6.13129290310849
1,95.2928096159246,22,13,64.8,4,1,0.662139013146123,5.47891158717142
0,93.1864392251877,30,13,101.1,16,1,0.781638714085731,5.2741868505573
0,77.3233313446144,22,10,15.6,5,1,0.221047840534192,6.23091158717142
1,61.8357327274184,34,10,17.1,18,1,0.144880419838287,6.1304285021965
0,78.8976792228975,21,13,28.8,11,1,0.137473160230599,5.9976269362685
1,78.1245331852972,25,14,34.6,9,1,0.0928428789945972,5.30227443832449
1,137.848212891803,47,12,116.1,33,1,0.98,3.81265216851173
1,132.30390698727,43,15,52.4,26,1,0.94920759309564,4.76933051564472
1,78.2634446586383,18,17,237.4,2,1,0.98,5.44122198857073
1,91.9557864659008,18,11,25.6,0,1,0.635419832406144,6.30522198857073
1,113.127638143334,45,15,35.3,31,1,0.95083986253815,4.21075328034878
1,120.072072729704,45,12,85.1,25,1,0.93996743304519,4.45075328034878
0,92.8539556580519,31,12,41.6,10,1,0.397248927072552,5.13129290310849
0,62.4607215224722,27,13,26.2,9,0,0.0344604069819225,5.62248110212308
0,91.9130334721672,31,15,62.8,14,1,0.157626939889072,5.19529290310849
0,49.8648348648947,27,8,7.4,10,1,0.0467509216494847,6.25448110212308
